URI,rdf-schema#label,rdf-schema#comment,assembly_label,assembly,automobilePlatform_label,automobilePlatform,bodyStyle_label,bodyStyle,class_label,class,designCompany_label,designCompany,designer_label,designer,engine_label,engine,fuelCapacity,height,layout_label,layout,length,manufacturer_label,manufacturer,modelEndYear,modelStartYear,parentCompany_label,parentCompany,predecessor_label,predecessor,productionEndDate,productionEndYear,productionStartDate,productionStartYear,relatedMeanOfTransportation_label,relatedMeanOfTransportation,sales_label,sales,successor_label,successor,thumbnail_label,thumbnail,transmission,variantOf_label,variantOf,vehicle_label,vehicle,weight,wheelbase,width,point,22-rdf-syntax-ns#type_label,22-rdf-syntax-ns#type,wgs84_pos#lat,wgs84_pos#long,depiction_label,depiction,name
http://dbpedia.org/resource/Cadillac_Sixty_Special__Fourth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Cadillac_Sixty_Special__Fourth_generation__1__1,http://dbpedia.org/resource/Cadillac_Sixty_Special__Fourth_generation__1__1,NULL,1.59258,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.71246,NULL,NULL,1953-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-speed Hydra-Matic automatic,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,3.302,2.03454,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Fourth generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Fifth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),{Cadillac_Sixty_Special__Fifth_generation__1__1|Cadillac_Sixty_Special__Fifth_generation__1__2},{http://dbpedia.org/resource/Cadillac_Sixty_Special__Fifth_generation__1__1|http://dbpedia.org/resource/Cadillac_Sixty_Special__Fifth_generation__1__2},NULL,1.57734,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.77596,NULL,NULL,1956-01-01T00:00:00+02:00,1954-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-speed Hydra-Matic automatic,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,3.3782,2.02184,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Fifth generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Sixth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Hardtop,http://dbpedia.org/resource/Hardtop,NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Cadillac_Sixty_Special__Sixth_generation__1__1,http://dbpedia.org/resource/Cadillac_Sixty_Special__Sixth_generation__1__1,NULL,1.50114,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.69976,NULL,NULL,1958-01-01T00:00:00+02:00,1957-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-speed Hydra-Matic automatic,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,3.3782,2.032,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Sixth generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Seventh_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Hardtop,http://dbpedia.org/resource/Hardtop,NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Cadillac_Sixty_Special__Seventh_generation__1__1,http://dbpedia.org/resource/Cadillac_Sixty_Special__Seventh_generation__1__1,NULL,1.42748,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.715,NULL,NULL,1960-01-01T00:00:00+02:00,1959-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Buick Electra|Cadillac Eldorado|Cadillac Series 62|Cadillac de Ville series|Oldsmobile 98},{http://dbpedia.org/resource/Buick_Electra|http://dbpedia.org/resource/Cadillac_Eldorado|http://dbpedia.org/resource/Cadillac_Series_62|http://dbpedia.org/resource/Cadillac_de_Ville_series|http://dbpedia.org/resource/Oldsmobile_98},NULL,NULL,NULL,NULL,NULL,NULL,4-speed Hydra-Matic automatic,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,2.31336e+06,3.302,2.05994,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Seventh generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Eighth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Hardtop,http://dbpedia.org/resource/Hardtop,NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),{Cadillac_Sixty_Special__Eighth_generation__1__1|Cadillac_Sixty_Special__Eighth_generation__1__2},{http://dbpedia.org/resource/Cadillac_Sixty_Special__Eighth_generation__1__1|http://dbpedia.org/resource/Cadillac_Sixty_Special__Eighth_generation__1__2},NULL,1.43002,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.6388,NULL,NULL,1964-01-01T00:00:00+02:00,1961-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Buick Electra|Cadillac Eldorado|Cadillac Series 62|Cadillac de Ville series|Oldsmobile 98},{http://dbpedia.org/resource/Buick_Electra|http://dbpedia.org/resource/Cadillac_Eldorado|http://dbpedia.org/resource/Cadillac_Series_62|http://dbpedia.org/resource/Cadillac_de_Ville_series|http://dbpedia.org/resource/Oldsmobile_98},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed TH-400 automatic|4-speed Hydra-Matic automatic},Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,2.22264e+06,3.2893,2.02692,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Eighth generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Ninth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),{Cadillac_Sixty_Special__Ninth_generation__1__1|Cadillac_Sixty_Special__Ninth_generation__1__2},{http://dbpedia.org/resource/Cadillac_Sixty_Special__Ninth_generation__1__1|http://dbpedia.org/resource/Cadillac_Sixty_Special__Ninth_generation__1__2},NULL,1.43764,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.7785,NULL,NULL,1970-01-01T00:00:00+02:00,1965-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3-speed TH-400 automatic,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,3.3782,2.02946,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Ninth generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Tenth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM C platform,http://dbpedia.org/resource/GM_C_platform,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),{Cadillac_Sixty_Special__Tenth_generation__1__1|Cadillac_Sixty_Special__Tenth_generation__1__2},{http://dbpedia.org/resource/Cadillac_Sixty_Special__Tenth_generation__1__1|http://dbpedia.org/resource/Cadillac_Sixty_Special__Tenth_generation__1__2},NULL,1.4097,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.81152,NULL,NULL,1976-01-01T00:00:00+02:00,1971-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Cadillac Fleetwood Brougham,http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham,NULL,NULL,3-speed TH-400 automatic,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,3.3782,2.02692,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Tenth generation
http://dbpedia.org/resource/Cadillac_Sixty_Special__Eleventh_generation__1,NULL,NULL,{Lake Orion Michigan|United States},"{http://dbpedia.org/resource/Lake_Orion,_Michigan|http://dbpedia.org/resource/United_States}",GM C platform,http://dbpedia.org/resource/GM_C_platform,Sedan (automobile),http://dbpedia.org/resource/Sedan_(automobile),NULL,NULL,NULL,NULL,NULL,NULL,{Cadillac_Sixty_Special__Eleventh_generation__1__1|Cadillac_Sixty_Special__Eleventh_generation__1__2|Cadillac_Sixty_Special__Eleventh_generation__1__3|Cadillac_Sixty_Special__Eleventh_generation__1__4},{http://dbpedia.org/resource/Cadillac_Sixty_Special__Eleventh_generation__1__1|http://dbpedia.org/resource/Cadillac_Sixty_Special__Eleventh_generation__1__2|http://dbpedia.org/resource/Cadillac_Sixty_Special__Eleventh_generation__1__3|http://dbpedia.org/resource/Cadillac_Sixty_Special__Eleventh_generation__1__4},NULL,1.397,Front-engine front-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_front-wheel-drive_layout",5.12318,NULL,NULL,1993-01-01T00:00:00+02:00,1987-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Buick Electra|Buick Park Avenue|Cadillac Fleetwood|Cadillac de Ville series|Oldsmobile 98},{http://dbpedia.org/resource/Buick_Electra|http://dbpedia.org/resource/Buick_Park_Avenue|http://dbpedia.org/resource/Cadillac_Fleetwood|http://dbpedia.org/resource/Cadillac_de_Ville_series|http://dbpedia.org/resource/Oldsmobile_98},NULL,NULL,NULL,NULL,NULL,NULL,{4-speed 4T60 automatic|4-speed 4T60E automatic},Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,2.94132,1.82118,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Eleventh generation
http://dbpedia.org/resource/Cadillac_Series_60,Cadillac Series 60,The Series 60 was Cadillac's entry into the mid-priced vehicle market when it appeared in 1936. It was replaced by the Series 61 in 1939 but a model that was derived from it the Sixty Special continued off and on through 1993. The Series 60 was the brainchild of new Cadillac manager Nicholas Dreystadt. Debuting in 1936 it filled a gaping price gap between the LaSalles and Series 70 Cadillac models.,NULL,NULL,GM B platform,http://dbpedia.org/resource/GM_B_platform,{Convertible|Coupé|Sedan (automobile)},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Sedan_(automobile)},Full-size car,http://dbpedia.org/resource/Full-size_car,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.18922,General Motors,http://dbpedia.org/resource/General_Motors,1938-01-01T00:00:00+02:00,1936-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Buick Century|Buick Special|LaSalle (automobile)},{http://dbpedia.org/resource/Buick_Century|http://dbpedia.org/resource/Buick_Special|http://dbpedia.org/resource/LaSalle_(automobile)},NULL,NULL,Cadillac Series 61,http://dbpedia.org/resource/Cadillac_Series_61,200px-One_of_the_new_1936_Cadillac_Series.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/One_of_the_new_1936_Cadillac_Series.jpg/200px-One_of_the_new_1936_Cadillac_Series.jpg,NULL,NULL,NULL,NULL,NULL,NULL,3.1496,NULL,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,One_of_the_new_1936_Cadillac_Series.jpg,http://upload.wikimedia.org/wikipedia/commons/d/dd/One_of_the_new_1936_Cadillac_Series.jpg,Cadillac Series 60
http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham,Cadillac Fleetwood Brougham,The Cadillac Fleetwood Brougham was a model of luxury cars manufactured by the General Motors corporation from the 1977 through the 1986 model years.,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},{GM C platform|GM D platform},{http://dbpedia.org/resource/GM_C_platform|http://dbpedia.org/resource/GM_D_platform},{Coupé|Sedan (automobile)},{http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Sedan_(automobile)},Full-size car,http://dbpedia.org/resource/Full-size_car,Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),Bill Mitchell (designer),http://dbpedia.org/resource/Bill_Mitchell_(designer),{Cadillac_Fleetwood_Brougham__1|Cadillac_Fleetwood_Brougham__2|Cadillac_Fleetwood_Brougham__3|Cadillac_Fleetwood_Brougham__4|Cadillac_Fleetwood_Brougham__5|Cadillac_Fleetwood_Brougham__6},{http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham__1|http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham__2|http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham__3|http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham__4|http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham__5|http://dbpedia.org/resource/Cadillac_Fleetwood_Brougham__6},NULL,1.45288,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.61848,General Motors,http://dbpedia.org/resource/General_Motors,1986-01-01T00:00:00+02:00,1977-01-01T00:00:00+02:00,NULL,NULL,Cadillac Sixty Special,http://dbpedia.org/resource/Cadillac_Sixty_Special,NULL,NULL,NULL,NULL,{Buick Electra|Cadillac de Ville series|Oldsmobile 98},{http://dbpedia.org/resource/Buick_Electra|http://dbpedia.org/resource/Cadillac_de_Ville_series|http://dbpedia.org/resource/Oldsmobile_98},NULL,NULL,Cadillac Brougham,http://dbpedia.org/resource/Cadillac_Brougham,200px-1982_cadillac_fleetwood_brougham.jpg,http://upload.wikimedia.org/wikipedia/commons/thumb/1/13/1982_cadillac_fleetwood_brougham.jpg/200px-1982_cadillac_fleetwood_brougham.jpg,{3-speed TH-350C automatic|3-speed TH-400 automatic|4-speed TH-200-4R automatic},NULL,NULL,NULL,NULL,NULL,3.0861,1.91262,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,1982_cadillac_fleetwood_brougham.jpg,http://upload.wikimedia.org/wikipedia/commons/1/13/1982_cadillac_fleetwood_brougham.jpg,Cadillac Fleetwood Brougham
http://dbpedia.org/resource/Cadillac_Series_70__First_generationSeries_70/75__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},{GM C platform|GM D platform},{http://dbpedia.org/resource/GM_C_platform|http://dbpedia.org/resource/GM_D_platform},{Convertible|Coupé|Limousine|Sedan (automobile)|Town car},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Limousine|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Town_car},NULL,NULL,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Harley Earl,http://dbpedia.org/resource/Harley_Earl,75__1__1,http://dbpedia.org/resource/Cadillac_Series_70__First_generationSeries_70/75__1__1,NULL,1.7653,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.24002,NULL,NULL,1937-01-01T00:00:00+02:00,1936-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Buick Limited|Buick Roadmaster|Cadillac Series 65|Cadillac V-12|Cadillac V-16},{http://dbpedia.org/resource/Buick_Limited|http://dbpedia.org/resource/Buick_Roadmaster|http://dbpedia.org/resource/Cadillac_Series_65|http://dbpedia.org/resource/Cadillac_V-12|http://dbpedia.org/resource/Cadillac_V-16},NULL,NULL,NULL,NULL,NULL,NULL,3-speed synchromesh manual,Cadillac Series 70,http://dbpedia.org/resource/Cadillac_Series_70,NULL,NULL,NULL,3.3274,1.88976,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{First generation|Series 70/75}
http://dbpedia.org/resource/Cadillac_Series_70__Second_generationSeries_72/75__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM D platform,http://dbpedia.org/resource/GM_D_platform,{Convertible|Coupé|Limousine|Sedan (automobile)|Town car},{http://dbpedia.org/resource/Convertible|http://dbpedia.org/resource/Coup%C3%A9|http://dbpedia.org/resource/Limousine|http://dbpedia.org/resource/Sedan_(automobile)|http://dbpedia.org/resource/Town_car},NULL,NULL,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Harley Earl,http://dbpedia.org/resource/Harley_Earl,75__1__1,http://dbpedia.org/resource/Cadillac_Series_70__Second_generationSeries_72/75__1__1,NULL,NULL,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.75818,NULL,NULL,1940-01-01T00:00:00+02:00,1938-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{Buick Limited|Cadillac V-16},{http://dbpedia.org/resource/Buick_Limited|http://dbpedia.org/resource/Cadillac_V-16},NULL,NULL,NULL,NULL,NULL,NULL,{3-speed synchromesh manual|4-speed Hydramatic automatic},Cadillac Series 70,http://dbpedia.org/resource/Cadillac_Series_70,NULL,NULL,NULL,3.5052,1.97104,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{Second generation|Series 72/75}
http://dbpedia.org/resource/Cadillac_Series_70__Third_generationSeries_67/75__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM D platform,http://dbpedia.org/resource/GM_D_platform,{Limousine|Sedan (automobile)},{http://dbpedia.org/resource/Limousine|http://dbpedia.org/resource/Sedan_(automobile)},NULL,NULL,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Harley Earl,http://dbpedia.org/resource/Harley_Earl,{75__1__1|75__1__2},{http://dbpedia.org/resource/Cadillac_Series_70__Third_generationSeries_67/75__1__1|http://dbpedia.org/resource/Cadillac_Series_70__Third_generationSeries_67/75__1__2},NULL,1.7399,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.7912,NULL,NULL,1949-01-01T00:00:00+02:00,1941-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Buick Limited,http://dbpedia.org/resource/Buick_Limited,NULL,NULL,NULL,NULL,NULL,NULL,{3-speed synchromesh manual|4-speed Hydramatic automatic},Cadillac Series 70,http://dbpedia.org/resource/Cadillac_Series_70,NULL,NULL,NULL,3.5306,2.09804,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,{Series 67/75|Third generation}
http://dbpedia.org/resource/Cadillac_Series_70__Fourth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM D platform,http://dbpedia.org/resource/GM_D_platform,{Limousine|Sedan (automobile)},{http://dbpedia.org/resource/Limousine|http://dbpedia.org/resource/Sedan_(automobile)},NULL,NULL,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Cadillac_Series_70__Fourth_generation__1__1,http://dbpedia.org/resource/Cadillac_Series_70__Fourth_generation__1__1,NULL,1.62814,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",6.00964,NULL,NULL,1953-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{3-speed synchromesh manual|4-speed Hydramatic automatic},Cadillac Series 70,http://dbpedia.org/resource/Cadillac_Series_70,NULL,NULL,NULL,3.72872,2.03454,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Fourth generation
http://dbpedia.org/resource/Cadillac_Series_70__Fifth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM D platform,http://dbpedia.org/resource/GM_D_platform,{Limousine|Sedan (automobile)},{http://dbpedia.org/resource/Limousine|http://dbpedia.org/resource/Sedan_(automobile)},NULL,NULL,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Harley Earl,http://dbpedia.org/resource/Harley_Earl,{Cadillac_Series_70__Fifth_generation__1__1|Cadillac_Series_70__Fifth_generation__1__2},{http://dbpedia.org/resource/Cadillac_Series_70__Fifth_generation__1__1|http://dbpedia.org/resource/Cadillac_Series_70__Fifth_generation__1__2},NULL,1.68148,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",6.02234,NULL,NULL,1956-01-01T00:00:00+02:00,1954-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,{3-speed synchromesh manual|4-speed Hydramatic automatic},Cadillac Series 70,http://dbpedia.org/resource/Cadillac_Series_70,NULL,NULL,NULL,3.80492,2.02184,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Fifth generation
http://dbpedia.org/resource/Cadillac_Series_70__Sixth_generation__1,NULL,NULL,{Detroit|United States},{http://dbpedia.org/resource/Detroit|http://dbpedia.org/resource/United_States},GM D platform,http://dbpedia.org/resource/GM_D_platform,{Hardtop|Limousine|Sedan (automobile)},{http://dbpedia.org/resource/Hardtop|http://dbpedia.org/resource/Limousine|http://dbpedia.org/resource/Sedan_(automobile)},NULL,NULL,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Harley Earl,http://dbpedia.org/resource/Harley_Earl,Cadillac_Series_70__Sixth_generation__1__1,http://dbpedia.org/resource/Cadillac_Series_70__Sixth_generation__1__1,NULL,1.4097,Front-engine rear-wheel-drive layout,"http://dbpedia.org/resource/Front-engine,_rear-wheel-drive_layout",5.49402,NULL,NULL,1958-01-01T00:00:00+02:00,1957-01-01T00:00:00+02:00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4-speed Hydramatic automatic,Cadillac Series 70,http://dbpedia.org/resource/Cadillac_Series_70,NULL,NULL,NULL,3.2004,1.9939,NULL,{automobile|mean of transportation|Product|owl#Thing},{http://dbpedia.org/ontology/Automobile|http://dbpedia.org/ontology/MeanOfTransportation|http://schema.org/Product|http://www.w3.org/2002/07/owl#Thing},NULL,NULL,NULL,NULL,Sixth generation
