,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,EXITSn_hourly
3393,A025,R023,01-00-00,05-21-11,12:00:00,REGULAR,4063965,7586547,729.0
3394,A025,R023,01-00-00,05-21-11,16:00:00,REGULAR,4064259,7587162,615.0
3395,A025,R023,01-00-00,05-21-11,20:00:00,REGULAR,4064657,7587760,598.0
3396,A025,R023,01-00-00,05-22-11,00:00:00,REGULAR,4064859,7588091,331.0
3397,A025,R023,01-00-00,05-22-11,04:00:00,REGULAR,4064921,7588164,73.0
3398,A025,R023,01-00-00,05-22-11,08:00:00,REGULAR,4064945,7588277,113.0
3399,A025,R023,01-00-00,05-22-11,12:00:00,REGULAR,4065074,7588772,495.0
3400,A025,R023,01-00-00,05-22-11,16:00:00,REGULAR,4065310,7589215,443.0
3401,A025,R023,01-00-00,05-22-11,20:00:00,REGULAR,4065599,7589653,438.0
3402,A025,R023,01-00-00,05-23-11,00:00:00,REGULAR,4065768,7589875,222.0
3403,A025,R023,01-00-00,05-23-11,04:00:00,REGULAR,4065811,7589894,19.0
3404,A025,R023,01-00-00,05-23-11,08:00:00,REGULAR,4065952,7590329,435.0
3405,A025,R023,01-00-00,05-23-11,12:00:00,REGULAR,4066285,7592277,1948.0
3406,A025,R023,01-00-00,05-23-11,16:00:00,REGULAR,4066614,7592939,662.0
3407,A025,R023,01-00-00,05-23-11,20:00:00,REGULAR,4067501,7593906,967.0
3408,A025,R023,01-00-00,05-24-11,00:00:00,REGULAR,4067764,7594155,249.0
3409,A025,R023,01-00-00,05-24-11,04:00:00,REGULAR,4067796,7594177,22.0
3410,A025,R023,01-00-00,05-24-11,08:00:00,REGULAR,4067935,7594631,454.0
3411,A025,R023,01-00-00,05-24-11,09:29:11,DOOR,4068083,7595799,1168.0
3412,A025,R023,01-00-00,05-24-11,09:29:34,OPEN,4068092,7595799,0.0
3413,A025,R023,01-00-00,05-24-11,09:36:55,DOOR,4068092,7595799,0.0
3414,A025,R023,01-00-00,05-24-11,12:00:00,REGULAR,4068271,7596446,647.0
3415,A025,R023,01-00-00,05-24-11,16:00:00,REGULAR,4068656,7597191,745.0
3416,A025,R023,01-00-00,05-24-11,20:00:00,REGULAR,4069656,7598254,1063.0
3417,A025,R023,01-00-00,05-25-11,00:00:00,REGULAR,4069970,7598526,272.0
3418,A025,R023,01-00-00,05-25-11,04:00:00,REGULAR,4070012,7598560,34.0
3419,A025,R023,01-00-00,05-25-11,08:00:00,REGULAR,4070173,7598988,428.0
3420,A025,R023,01-00-00,05-25-11,12:00:00,REGULAR,4070565,7600968,1980.0
3421,A025,R023,01-00-00,05-25-11,15:11:38,REGULAR,4070830,7601467,499.0
3422,A025,R023,01-00-00,05-25-11,16:00:00,REGULAR,4070915,7601623,156.0
3423,A025,R023,01-00-00,05-25-11,20:00:00,REGULAR,4071862,7602823,1200.0
3424,A025,R023,01-00-00,05-26-11,00:00:00,REGULAR,4072200,7603122,299.0
3425,A025,R023,01-00-00,05-26-11,04:00:00,REGULAR,4072254,7603154,32.0
3426,A025,R023,01-00-00,05-26-11,08:00:00,REGULAR,4072442,7603569,415.0
3427,A025,R023,01-00-00,05-26-11,12:00:00,REGULAR,4072842,7605551,1982.0
3428,A025,R023,01-00-00,05-26-11,16:00:00,REGULAR,4073229,7606334,783.0
3429,A025,R023,01-00-00,05-26-11,20:00:00,REGULAR,4074254,7607531,1197.0
3430,A025,R023,01-00-00,05-27-11,00:00:00,REGULAR,4074648,7607942,411.0
3431,A025,R023,01-00-00,05-27-11,04:00:00,REGULAR,4074707,7607966,24.0
3432,A025,R023,01-00-00,05-27-11,04:00:00,RECOVR,4074707,7607966,0.0
3433,A025,R023,01-00-00,05-27-11,08:00:00,AUD,4074832,7608424,458.0
3434,A025,R023,01-00-00,05-27-11,12:00:00,REGULAR,4075212,7610283,1859.0
3435,A025,R023,01-00-00,05-27-11,16:00:00,REGULAR,4075736,7611196,913.0
3436,A025,R023,01-00-00,05-27-11,20:00:00,REGULAR,4076594,7612137,941.0
3437,A025,R023,01-00-01,05-21-11,00:00:00,REGULAR,3555795,1498657,-6113480.0
3438,A025,R023,01-00-01,05-21-11,04:00:00,REGULAR,3555926,1498674,17.0
3439,A025,R023,01-00-01,05-21-11,08:00:00,REGULAR,3556014,1498715,41.0
3440,A025,R023,01-00-01,05-21-11,12:00:00,REGULAR,3556334,1498947,232.0
3441,A025,R023,01-00-01,05-21-11,16:00:00,REGULAR,3556783,1499193,246.0
3442,A025,R023,01-00-01,05-21-11,20:00:00,REGULAR,3557418,1499423,230.0
3443,A025,R023,01-00-01,05-22-11,00:00:00,REGULAR,3557811,1499533,110.0
3444,A025,R023,01-00-01,05-22-11,04:00:00,REGULAR,3557920,1499556,23.0
3445,A025,R023,01-00-01,05-22-11,08:00:00,REGULAR,3558003,1499591,35.0
3446,A025,R023,01-00-01,05-22-11,12:00:00,REGULAR,3558227,1499714,123.0
3447,A025,R023,01-00-01,05-22-11,16:00:00,REGULAR,3558571,1499850,136.0
3448,A025,R023,01-00-01,05-22-11,20:00:00,REGULAR,3559006,1500024,174.0
3449,A025,R023,01-00-01,05-23-11,00:00:00,REGULAR,3559285,1500115,91.0
3450,A025,R023,01-00-01,05-23-11,04:00:00,REGULAR,3559339,1500127,12.0
3451,A025,R023,01-00-01,05-23-11,08:00:00,REGULAR,3559697,1500226,99.0
3452,A025,R023,01-00-01,05-23-11,12:00:00,REGULAR,3560528,1500842,616.0
3453,A025,R023,01-00-01,05-23-11,16:00:00,REGULAR,3561086,1501091,249.0
3454,A025,R023,01-00-01,05-23-11,20:00:00,REGULAR,3562372,1501539,448.0
3455,A025,R023,01-00-01,05-24-11,00:00:00,REGULAR,3562759,1501611,72.0
3456,A025,R023,01-00-01,05-24-11,04:00:00,REGULAR,3562821,1501618,7.0
3457,A025,R023,01-00-01,05-24-11,08:00:00,REGULAR,3563178,1501720,102.0
3458,A025,R023,01-00-01,05-24-11,09:42:10,DOOR,3563754,1502163,443.0
3459,A025,R023,01-00-01,05-24-11,09:42:17,OPEN,3563754,1502163,0.0
3460,A025,R023,01-00-01,05-24-11,09:46:05,DOOR,3563754,1502163,0.0
3461,A025,R023,01-00-01,05-24-11,09:47:41,DOOR,3563754,1502163,0.0
3462,A025,R023,01-00-01,05-24-11,12:00:00,OPEN,3564026,1502334,171.0
3463,A025,R023,01-00-01,05-24-11,16:00:00,REGULAR,3564541,1502574,240.0
3464,A025,R023,01-00-01,05-24-11,20:00:00,REGULAR,3565885,1503027,453.0
3465,A025,R023,01-00-01,05-25-11,00:00:00,REGULAR,3566298,1503137,110.0
3466,A025,R023,01-00-01,05-25-11,04:00:00,REGULAR,3566374,1503148,11.0
3467,A025,R023,01-00-01,05-25-11,08:00:00,REGULAR,3566677,1503246,98.0
3468,A025,R023,01-00-01,05-25-11,12:00:00,REGULAR,3567547,1503773,527.0
3469,A025,R023,01-00-01,05-25-11,15:11:38,REGULAR,3567946,1504035,262.0
3470,A025,R023,01-00-01,05-25-11,16:00:00,REGULAR,3568079,1504118,83.0
3471,A025,R023,01-00-01,05-25-11,20:00:00,REGULAR,3569392,1504542,424.0
3472,A025,R023,01-00-01,05-26-11,00:00:00,REGULAR,3569827,1504640,98.0
3473,A025,R023,01-00-01,05-26-11,04:00:00,REGULAR,3569897,1504649,9.0
3474,A025,R023,01-00-01,05-26-11,08:00:00,REGULAR,3570211,1504753,104.0
3475,A025,R023,01-00-01,05-26-11,12:00:00,REGULAR,3571019,1505299,546.0
3476,A025,R023,01-00-01,05-26-11,16:00:00,REGULAR,3571563,1505607,308.0
3477,A025,R023,01-00-01,05-26-11,20:00:00,REGULAR,3572912,1506016,409.0
3478,A025,R023,01-00-01,05-27-11,00:00:00,REGULAR,3573348,1506170,154.0
3479,A025,R023,01-00-01,05-27-11,04:00:00,REGULAR,3573445,1506181,11.0
3480,A025,R023,01-00-01,05-27-11,04:00:00,RECOVR,3573445,1506181,0.0
3481,A025,R023,01-00-01,05-27-11,08:00:00,AUD,3573728,1506272,91.0
3482,A025,R023,01-00-01,05-27-11,12:00:00,REGULAR,3574486,1506831,559.0
3483,A025,R023,01-00-01,05-27-11,16:00:00,REGULAR,3575230,1507208,377.0
3484,A025,R023,01-00-01,05-27-11,20:00:00,REGULAR,3576339,1507605,397.0
3485,A025,R023,01-00-02,05-21-11,00:00:00,REGULAR,6642181,1571405,63800.0
3486,A025,R023,01-00-02,05-21-11,04:00:00,REGULAR,6642277,1571431,26.0
3487,A025,R023,01-00-02,05-21-11,08:00:00,REGULAR,6642323,1571456,25.0
3488,A025,R023,01-00-02,05-21-11,12:00:00,REGULAR,6642609,1571567,111.0
3489,A025,R023,01-00-02,05-21-11,16:00:00,REGULAR,6643038,1571724,157.0
3490,A025,R023,01-00-02,05-21-11,20:00:00,REGULAR,6643647,1571859,135.0
3491,A025,R023,01-00-02,05-22-11,00:00:00,REGULAR,6643978,1571939,80.0
3492,A025,R023,01-00-02,05-22-11,04:00:00,REGULAR,6644054,1571955,16.0
3493,A025,R023,01-00-02,05-22-11,08:00:00,REGULAR,6644096,1571983,28.0
3494,A025,R023,01-00-02,05-22-11,12:00:00,REGULAR,6644317,1572040,57.0
3495,A025,R023,01-00-02,05-22-11,16:00:00,REGULAR,6644670,1572148,108.0
3496,A025,R023,01-00-02,05-22-11,20:00:00,REGULAR,6645035,1572292,144.0
3497,A025,R023,01-00-02,05-23-11,00:00:00,REGULAR,6645260,1572334,42.0
3498,A025,R023,01-00-02,05-23-11,04:00:00,REGULAR,6645293,1572339,5.0
3499,A025,R023,01-00-02,05-23-11,08:00:00,REGULAR,6645538,1572383,44.0
3500,A025,R023,01-00-02,05-23-11,12:00:00,REGULAR,6646339,1572645,262.0
3501,A025,R023,01-00-02,05-23-11,16:00:00,REGULAR,6646824,1572769,124.0
3502,A025,R023,01-00-02,05-23-11,20:00:00,REGULAR,6648084,1573026,257.0
3503,A025,R023,01-00-02,05-24-11,00:00:00,REGULAR,6648424,1573086,60.0
3504,A025,R023,01-00-02,05-24-11,04:00:00,REGULAR,6648468,1573092,6.0
3505,A025,R023,01-00-02,05-24-11,08:00:00,REGULAR,6648755,1573151,59.0
3506,A025,R023,01-00-02,05-24-11,09:52:31,DOOR,6649341,1573381,230.0
3507,A025,R023,01-00-02,05-24-11,09:52:38,OPEN,6649341,1573381,0.0
3508,A025,R023,01-00-02,05-24-11,09:55:57,DOOR,6649341,1573381,0.0
3509,A025,R023,01-00-02,05-24-11,12:00:00,REGULAR,6649532,1573447,66.0
3510,A025,R023,01-00-02,05-24-11,16:00:00,REGULAR,6650025,1573579,132.0
3511,A025,R023,01-00-02,05-24-11,20:00:00,REGULAR,6651354,1573839,260.0
3512,A025,R023,01-00-02,05-25-11,00:00:00,REGULAR,6651749,1573902,63.0
3513,A025,R023,01-00-02,05-25-11,04:00:00,REGULAR,6651799,1573911,9.0
3514,A025,R023,01-00-02,05-25-11,08:00:00,REGULAR,6652068,1573959,48.0
3515,A025,R023,01-00-02,05-25-11,12:00:00,REGULAR,6652856,1574221,262.0
3516,A025,R023,01-00-02,05-25-11,15:11:38,REGULAR,6653224,1574347,126.0
3517,A025,R023,01-00-02,05-25-11,16:00:00,REGULAR,6653338,1574377,30.0
3518,A025,R023,01-00-02,05-25-11,20:00:00,REGULAR,6654619,1574617,240.0
3519,A025,R023,01-00-02,05-26-11,00:00:00,REGULAR,6654998,1574671,54.0
3520,A025,R023,01-00-02,05-26-11,04:00:00,REGULAR,6655055,1574679,8.0
3521,A025,R023,01-00-02,05-26-11,08:00:00,REGULAR,6655323,1574729,50.0
3522,A025,R023,01-00-02,05-26-11,12:00:00,REGULAR,6656064,1574987,258.0
3523,A025,R023,01-00-02,05-26-11,16:00:00,REGULAR,6656526,1575151,164.0
3524,A025,R023,01-00-02,05-26-11,20:00:00,REGULAR,6657889,1575428,277.0
3525,A025,R023,01-00-02,05-27-11,00:00:00,REGULAR,6658269,1575512,84.0
3526,A025,R023,01-00-02,05-27-11,04:00:00,REGULAR,6658342,1575521,9.0
3527,A025,R023,01-00-02,05-27-11,04:00:00,RECOVR,6658342,1575521,0.0
3528,A025,R023,01-00-02,05-27-11,08:00:00,AUD,6658601,1575572,51.0
3529,A025,R023,01-00-02,05-27-11,12:00:00,REGULAR,6659322,1575815,243.0
3530,A025,R023,01-00-02,05-27-11,16:00:00,REGULAR,6660074,1576029,214.0
3531,A025,R023,01-00-02,05-27-11,20:00:00,REGULAR,6661110,1576308,279.0
3532,A025,R023,01-00-03,05-21-11,00:00:00,REGULAR,5431643,1426021,-150287.0
3533,A025,R023,01-00-03,05-21-11,04:00:00,REGULAR,5431703,1426036,15.0
3534,A025,R023,01-00-03,05-21-11,08:00:00,REGULAR,5431742,1426054,18.0
3535,A025,R023,01-00-03,05-21-11,12:00:00,REGULAR,5431969,1426131,77.0
3536,A025,R023,01-00-03,05-21-11,16:00:00,REGULAR,5432386,1426258,127.0
3537,A025,R023,01-00-03,05-21-11,20:00:00,REGULAR,5432903,1426455,197.0
3538,A025,R023,01-00-03,05-22-11,00:00:00,REGULAR,5433180,1426527,72.0
3539,A025,R023,01-00-03,05-22-11,04:00:00,REGULAR,5433223,1426550,23.0
3540,A025,R023,01-00-03,05-22-11,08:00:00,REGULAR,5433252,1426563,13.0
3541,A025,R023,01-00-03,05-22-11,12:00:00,REGULAR,5433390,1426639,76.0
3542,A025,R023,01-00-03,05-22-11,16:00:00,REGULAR,5433668,1426730,91.0
3543,A025,R023,01-00-03,05-22-11,20:00:00,REGULAR,5433958,1426825,95.0
3544,A025,R023,01-00-03,05-23-11,00:00:00,REGULAR,5434134,1426871,46.0
3545,A025,R023,01-00-03,05-23-11,04:00:00,REGULAR,5434159,1426878,7.0
3546,A025,R023,01-00-03,05-23-11,08:00:00,REGULAR,5434349,1426926,48.0
3547,A025,R023,01-00-03,05-23-11,12:00:00,REGULAR,5435023,1427121,195.0
3548,A025,R023,01-00-03,05-23-11,16:00:00,REGULAR,5435427,1427254,133.0
3549,A025,R023,01-00-03,05-23-11,20:00:00,REGULAR,5436695,1427518,264.0
3550,A025,R023,01-00-03,05-24-11,00:00:00,REGULAR,5436955,1427568,50.0
3551,A025,R023,01-00-03,05-24-11,04:00:00,REGULAR,5436971,1427575,7.0
3552,A025,R023,01-00-03,05-24-11,08:00:00,REGULAR,5437160,1427624,49.0
3553,A025,R023,01-00-03,05-24-11,10:04:31,DOOR,5437732,1427829,205.0
3554,A025,R023,01-00-03,05-24-11,10:04:39,OPEN,5437732,1427829,0.0
3555,A025,R023,01-00-03,05-24-11,10:09:58,DOOR,5437732,1427829,0.0
3556,A025,R023,01-00-03,05-24-11,10:10:28,DOOR,5437732,1427829,0.0
3557,A025,R023,01-00-03,05-24-11,12:00:00,OPEN,5437882,1427903,74.0
3558,A025,R023,01-00-03,05-24-11,16:00:00,REGULAR,5438309,1428014,111.0
3559,A025,R023,01-00-03,05-24-11,20:00:00,REGULAR,5439522,1428270,256.0
3560,A025,R023,01-00-03,05-25-11,00:00:00,REGULAR,5439831,1428342,72.0
3561,A025,R023,01-00-03,05-25-11,04:00:00,REGULAR,5439868,1428346,4.0
3562,A025,R023,01-00-03,05-25-11,08:00:00,REGULAR,5440042,1428391,45.0
3563,A025,R023,01-00-03,05-25-11,12:00:00,REGULAR,5440641,1428619,228.0
3564,A025,R023,01-00-03,05-25-11,15:11:38,REGULAR,5440950,1428728,109.0
3565,A025,R023,01-00-03,05-25-11,16:00:00,REGULAR,5441055,1428749,21.0
3566,A025,R023,01-00-03,05-25-11,20:00:00,REGULAR,5442264,1428985,236.0
3567,A025,R023,01-00-03,05-26-11,00:00:00,REGULAR,5442593,1429040,55.0
3568,A025,R023,01-00-03,05-26-11,04:00:00,REGULAR,5442630,1429045,5.0
3569,A025,R023,01-00-03,05-26-11,08:00:00,REGULAR,5442837,1429084,39.0
3570,A025,R023,01-00-03,05-26-11,12:00:00,REGULAR,5443483,1429323,239.0
3571,A025,R023,01-00-03,05-26-11,16:00:00,REGULAR,5443921,1429483,160.0
3572,A025,R023,01-00-03,05-26-11,20:00:00,REGULAR,5445260,1429750,267.0
3573,A025,R023,01-00-03,05-27-11,00:00:00,REGULAR,5445713,1429817,67.0
3574,A025,R023,01-00-03,05-27-11,04:00:00,REGULAR,5445752,1429820,3.0
3575,A025,R023,01-00-03,05-27-11,04:00:00,RECOVR,5445752,1429820,0.0
3576,A025,R023,01-00-03,05-27-11,08:00:00,AUD,5445927,1429867,47.0
3577,A025,R023,01-00-03,05-27-11,12:00:00,REGULAR,5446579,1430075,208.0
3578,A025,R023,01-00-03,05-27-11,16:00:00,REGULAR,5447225,1430311,236.0
3579,A025,R023,01-00-03,05-27-11,20:00:00,REGULAR,5448327,1430563,252.0
3580,A025,R023,01-03-00,05-21-11,00:00:00,REGULAR,5883663,2462876,1032313.0
3581,A025,R023,01-03-00,05-21-11,04:00:00,REGULAR,5883785,2462902,26.0
3582,A025,R023,01-03-00,05-21-11,08:00:00,REGULAR,5883831,2462936,34.0
3583,A025,R023,01-03-00,05-21-11,12:00:00,REGULAR,5884024,2463092,156.0
3584,A025,R023,01-03-00,05-21-11,16:00:00,REGULAR,5884406,2463375,283.0
3585,A025,R023,01-03-00,05-21-11,20:00:00,REGULAR,5885034,2463664,289.0
3586,A025,R023,01-03-00,05-22-11,00:00:00,REGULAR,5885427,2463792,128.0
3587,A025,R023,01-03-00,05-22-11,04:00:00,REGULAR,5885502,2463810,18.0
3588,A025,R023,01-03-00,05-22-11,08:00:00,REGULAR,5885546,2463836,26.0
3589,A025,R023,01-03-00,05-22-11,12:00:00,REGULAR,5885693,2463944,108.0
3590,A025,R023,01-03-00,05-22-11,16:00:00,REGULAR,5885991,2464157,213.0
3591,A025,R023,01-03-00,05-22-11,20:00:00,REGULAR,5886419,2464359,202.0
3592,A025,R023,01-03-00,05-23-11,00:00:00,REGULAR,5886691,2464419,60.0
3593,A025,R023,01-03-00,05-23-11,04:00:00,REGULAR,5886718,2464425,6.0
3594,A025,R023,01-03-00,05-23-11,08:00:00,REGULAR,5886932,2464511,86.0
3595,A025,R023,01-03-00,05-23-11,12:00:00,REGULAR,5887619,2464861,350.0
3596,A025,R023,01-03-00,05-23-11,16:00:00,REGULAR,5888121,2465078,217.0
3597,A025,R023,01-03-00,05-23-11,20:00:00,REGULAR,5889373,2465548,470.0
3598,A025,R023,01-03-00,05-24-11,00:00:00,REGULAR,5889745,2465626,78.0
3599,A025,R023,01-03-00,05-24-11,04:00:00,REGULAR,5889782,2465635,9.0
3600,A025,R023,01-03-00,05-24-11,08:00:00,REGULAR,5889982,2465720,85.0
3601,A025,R023,01-03-00,05-24-11,10:16:19,DOOR,5890535,2465984,264.0
3602,A025,R023,01-03-00,05-24-11,10:16:28,OPEN,5890535,2465984,0.0
3603,A025,R023,01-03-00,05-24-11,10:19:51,DOOR,5890535,2465984,0.0
3604,A025,R023,01-03-00,05-24-11,10:28:03,DOOR,5890540,2465984,0.0
3605,A025,R023,01-03-00,05-24-11,12:00:00,OPEN,5890681,2466074,90.0
3606,A025,R023,01-03-00,05-24-11,16:00:00,REGULAR,5891175,2466325,251.0
3607,A025,R023,01-03-00,05-24-11,20:00:00,REGULAR,5892546,2466735,410.0
3608,A025,R023,01-03-00,05-25-11,00:00:00,REGULAR,5892994,2466856,121.0
3609,A025,R023,01-03-00,05-25-11,04:00:00,REGULAR,5893035,2466859,3.0
3610,A025,R023,01-03-00,05-25-11,08:00:00,REGULAR,5893230,2466936,77.0
3611,A025,R023,01-03-00,05-25-11,12:00:00,REGULAR,5893921,2467274,338.0
3612,A025,R023,01-03-00,05-25-11,15:11:38,REGULAR,5894307,2467456,182.0
3613,A025,R023,01-03-00,05-25-11,16:00:00,REGULAR,5894419,2467548,92.0
3614,A025,R023,01-03-00,05-25-11,20:00:00,REGULAR,5895704,2468093,545.0
3615,A025,R023,01-03-00,05-26-11,00:00:00,REGULAR,5896183,2468203,110.0
3616,A025,R023,01-03-00,05-26-11,04:00:00,REGULAR,5896230,2468210,7.0
3617,A025,R023,01-03-00,05-26-11,08:00:00,REGULAR,5896443,2468292,82.0
3618,A025,R023,01-03-00,05-26-11,12:00:00,REGULAR,5897100,2468639,347.0
3619,A025,R023,01-03-00,05-26-11,16:00:00,REGULAR,5897586,2468914,275.0
3620,A025,R023,01-03-00,05-26-11,20:00:00,REGULAR,5899215,2469458,544.0
3621,A025,R023,01-03-00,05-27-11,00:00:00,REGULAR,5899891,2469585,127.0
3622,A025,R023,01-03-00,05-27-11,04:00:00,REGULAR,5899980,2469596,11.0
3623,A025,R023,01-03-00,05-27-11,08:00:00,REGULAR,5900173,2469689,93.0
3624,A025,R023,01-03-00,05-27-11,12:00:00,REGULAR,5900887,2470061,372.0
3625,A025,R023,01-03-00,05-27-11,16:00:00,REGULAR,5901802,2470413,352.0
3626,A025,R023,01-03-00,05-27-11,20:00:00,REGULAR,5903203,2470863,450.0
3627,A025,R023,01-03-01,05-21-11,00:00:00,REGULAR,5999998,3893205,1422342.0
3628,A025,R023,01-03-01,05-21-11,04:00:00,REGULAR,6000177,3893245,40.0
3629,A025,R023,01-03-01,05-21-11,08:00:00,REGULAR,6000247,3893311,66.0
3630,A025,R023,01-03-01,05-21-11,12:00:00,REGULAR,6000423,3893558,247.0
3631,A025,R023,01-03-01,05-21-11,16:00:00,REGULAR,6000837,3893916,358.0
3632,A025,R023,01-03-01,05-21-11,20:00:00,REGULAR,6001450,3894324,408.0
3633,A025,R023,01-03-01,05-22-11,00:00:00,REGULAR,6001903,3894535,211.0
3634,A025,R023,01-03-01,05-22-11,04:00:00,REGULAR,6002002,3894577,42.0
3635,A025,R023,01-03-01,05-22-11,08:00:00,REGULAR,6002046,3894614,37.0
3636,A025,R023,01-03-01,05-22-11,12:00:00,REGULAR,6002181,3894795,181.0
3637,A025,R023,01-03-01,05-22-11,16:00:00,REGULAR,6002474,3895069,274.0
3638,A025,R023,01-03-01,05-22-11,20:00:00,REGULAR,6002911,3895363,294.0
3639,A025,R023,01-03-01,05-23-11,00:00:00,REGULAR,6003250,3895479,116.0
3640,A025,R023,01-03-01,05-23-11,04:00:00,REGULAR,6003299,3895493,14.0
3641,A025,R023,01-03-01,05-23-11,08:00:00,REGULAR,6003443,3895633,140.0
3642,A025,R023,01-03-01,05-23-11,12:00:00,REGULAR,6003975,3896148,515.0
3643,A025,R023,01-03-01,05-23-11,16:00:00,REGULAR,6004454,3896532,384.0
3644,A025,R023,01-03-01,05-23-11,20:00:00,REGULAR,6005774,3897094,562.0
3645,A025,R023,01-03-01,05-24-11,00:00:00,REGULAR,6006237,3897185,91.0
3646,A025,R023,01-03-01,05-24-11,04:00:00,REGULAR,6006278,3897195,10.0
3647,A025,R023,01-03-01,05-24-11,08:00:00,REGULAR,6006444,3897331,136.0
3648,A025,R023,01-03-01,05-24-11,10:28:34,DOOR,6006868,3897832,501.0
3649,A025,R023,01-03-01,05-24-11,10:28:41,OPEN,6006868,3897832,0.0
3650,A025,R023,01-03-01,05-24-11,10:28:43,DOOR,6006868,3897832,0.0
3651,A025,R023,01-03-01,05-24-11,10:29:52,DOOR,6006868,3897832,0.0
3652,A025,R023,01-03-01,05-24-11,10:31:12,OPEN,6006868,3897832,0.0
3653,A025,R023,01-03-01,05-24-11,10:31:17,DOOR,6006868,3897832,0.0
3654,A025,R023,01-03-01,05-24-11,10:31:31,OPEN,6006868,3897832,0.0
3655,A025,R023,01-03-01,05-24-11,10:31:37,DOOR,6006868,3897832,0.0
3656,A025,R023,01-03-01,05-24-11,10:32:09,OPEN,6006868,3897832,0.0
3657,A025,R023,01-03-01,05-24-11,12:00:00,DOOR,6006981,3897926,94.0
3658,A025,R023,01-03-01,05-24-11,16:00:00,OPEN,6007518,3898252,326.0
3659,A025,R023,01-03-01,05-24-11,20:00:00,REGULAR,6008872,3898785,533.0
3660,A025,R023,01-03-01,05-25-11,00:00:00,REGULAR,6009388,3898935,150.0
3661,A025,R023,01-03-01,05-25-11,04:00:00,REGULAR,6009458,3898948,13.0
3662,A025,R023,01-03-01,05-25-11,08:00:00,REGULAR,6009582,3899090,142.0
3663,A025,R023,01-03-01,05-25-11,12:00:00,REGULAR,6010150,3899704,614.0
3664,A025,R023,01-03-01,05-25-11,15:11:38,REGULAR,6010542,3899956,252.0
3665,A025,R023,01-03-01,05-25-11,16:00:00,REGULAR,6010689,3900056,100.0
3666,A025,R023,01-03-01,05-25-11,20:00:00,REGULAR,6011996,3900657,601.0
3667,A025,R023,01-03-01,05-26-11,00:00:00,REGULAR,6012534,3900804,147.0
3668,A025,R023,01-03-01,05-26-11,04:00:00,REGULAR,6012601,3900821,17.0
3669,A025,R023,01-03-01,05-26-11,08:00:00,REGULAR,6012757,3900958,137.0
3670,A025,R023,01-03-01,05-26-11,12:00:00,REGULAR,6013289,3901532,574.0
3671,A025,R023,01-03-01,05-26-11,16:00:00,REGULAR,6013825,3901937,405.0
3672,A025,R023,01-03-01,05-26-11,20:00:00,REGULAR,6015930,3902401,464.0
3673,A025,R023,01-03-01,05-27-11,00:00:00,REGULAR,6017021,3902524,123.0
3674,A025,R023,01-03-01,05-27-11,04:00:00,REGULAR,6017247,3902547,23.0
3675,A025,R023,01-03-01,05-27-11,08:00:00,REGULAR,6017470,3902669,122.0
3676,A025,R023,01-03-01,05-27-11,12:00:00,REGULAR,6018290,3903177,508.0
3677,A025,R023,01-03-01,05-27-11,16:00:00,REGULAR,6019554,3903612,435.0
3678,A025,R023,01-03-01,05-27-11,20:00:00,REGULAR,6021324,3903998,386.0
3679,A025,R023,01-03-02,05-21-11,00:00:00,REGULAR,7433082,5825800,1921802.0
3680,A025,R023,01-03-02,05-21-11,04:00:00,REGULAR,7433305,5825867,67.0
3681,A025,R023,01-03-02,05-21-11,08:00:00,REGULAR,7433396,5826014,147.0
3682,A025,R023,01-03-02,05-21-11,12:00:00,REGULAR,7433656,5826485,471.0
3683,A025,R023,01-03-02,05-21-11,16:00:00,REGULAR,7434204,5826997,512.0
3684,A025,R023,01-03-02,05-21-11,20:00:00,REGULAR,7435008,5827482,485.0
3685,A025,R023,01-03-02,05-22-11,00:00:00,REGULAR,7435610,5827722,240.0
3686,A025,R023,01-03-02,05-22-11,04:00:00,REGULAR,7435799,5827820,98.0
3687,A025,R023,01-03-02,05-22-11,08:00:00,REGULAR,7435870,5827922,102.0
3688,A025,R023,01-03-02,05-22-11,12:00:00,REGULAR,7436112,5828299,377.0
3689,A025,R023,01-03-02,05-22-11,16:00:00,REGULAR,7436534,5828740,441.0
3690,A025,R023,01-03-02,05-22-11,20:00:00,REGULAR,7437094,5829178,438.0
3691,A025,R023,01-03-02,05-23-11,00:00:00,REGULAR,7437609,5829310,132.0
3692,A025,R023,01-03-02,05-23-11,04:00:00,REGULAR,7437693,5829345,35.0
3693,A025,R023,01-03-02,05-23-11,08:00:00,REGULAR,7437871,5829589,244.0
3694,A025,R023,01-03-02,05-23-11,12:00:00,REGULAR,7438436,5830515,926.0
3695,A025,R023,01-03-02,05-23-11,16:00:00,REGULAR,7439186,5830977,462.0
3696,A025,R023,01-03-02,05-23-11,20:00:00,REGULAR,7440710,5831477,500.0
3697,A025,R023,01-03-02,05-24-11,00:00:00,REGULAR,7441333,5831650,173.0
3698,A025,R023,01-03-02,05-24-11,04:00:00,REGULAR,7441411,5831678,28.0
3699,A025,R023,01-03-02,05-24-11,08:00:00,REGULAR,7441569,5832003,325.0
3700,A025,R023,01-03-02,05-24-11,10:38:26,DOOR,7442032,5832741,738.0
3701,A025,R023,01-03-02,05-24-11,10:38:32,OPEN,7442032,5832741,0.0
3702,A025,R023,01-03-02,05-24-11,10:41:30,DOOR,7442032,5832741,0.0
