,C/A,UNIT,SCP,DATEn,TIMEn,DESCn,ENTRIESn,EXITSn,EXITSn_hourly
1567,A011,R080,01-00-00,05-27-11,04:00:00,REGULAR,10056416,11396992,0.0
1568,A011,R080,01-00-00,05-27-11,08:00:00,REGULAR,10056525,11397430,438.0
1569,A011,R080,01-00-00,05-27-11,12:00:00,REGULAR,10056947,11398390,960.0
1570,A011,R080,01-00-00,05-27-11,16:00:00,REGULAR,10057720,11398809,419.0
1571,A011,R080,01-00-00,05-27-11,20:00:00,REGULAR,10058489,11399206,397.0
1572,A011,R080,01-00-01,05-21-11,00:00:00,REGULAR,7219662,5212970,-6186236.0
1573,A011,R080,01-00-01,05-21-11,04:00:00,REGULAR,7219751,5212994,24.0
1574,A011,R080,01-00-01,05-21-11,08:00:00,REGULAR,7219783,5213093,99.0
1575,A011,R080,01-00-01,05-21-11,12:00:00,REGULAR,7219990,5213307,214.0
1576,A011,R080,01-00-01,05-21-11,16:00:00,REGULAR,7220252,5213544,237.0
1577,A011,R080,01-00-01,05-21-11,20:00:00,REGULAR,7220563,5213795,251.0
1578,A011,R080,01-00-01,05-22-11,00:00:00,REGULAR,7220788,5213888,93.0
1579,A011,R080,01-00-01,05-22-11,04:00:00,REGULAR,7220854,5213912,24.0
1580,A011,R080,01-00-01,05-22-11,08:00:00,REGULAR,7220877,5213986,74.0
1581,A011,R080,01-00-01,05-22-11,12:00:00,REGULAR,7221027,5214144,158.0
1582,A011,R080,01-00-01,05-22-11,16:00:00,REGULAR,7221238,5214366,222.0
1583,A011,R080,01-00-01,05-22-11,20:00:00,REGULAR,7221532,5214515,149.0
1584,A011,R080,01-00-01,05-23-11,00:00:00,REGULAR,7221693,5214585,70.0
1585,A011,R080,01-00-01,05-23-11,04:00:00,REGULAR,7221719,5214593,8.0
1586,A011,R080,01-00-01,05-23-11,08:00:00,REGULAR,7221783,5214794,201.0
1587,A011,R080,01-00-01,05-23-11,12:00:00,REGULAR,7222057,5215408,614.0
1588,A011,R080,01-00-01,05-23-11,16:00:00,REGULAR,7222398,5215591,183.0
1589,A011,R080,01-00-01,05-23-11,20:00:00,REGULAR,7223241,5215742,151.0
1590,A011,R080,01-00-01,05-24-11,00:00:00,REGULAR,7223491,5215787,45.0
1591,A011,R080,01-00-01,05-24-11,04:00:00,REGULAR,7223528,5215798,11.0
1592,A011,R080,01-00-01,05-24-11,08:00:00,REGULAR,7223593,5216015,217.0
1593,A011,R080,01-00-01,05-24-11,12:00:00,REGULAR,7223907,5216597,582.0
1594,A011,R080,01-00-01,05-24-11,16:00:00,REGULAR,7224283,5216782,185.0
1595,A011,R080,01-00-01,05-24-11,20:00:00,REGULAR,7225161,5216938,156.0
1596,A011,R080,01-00-01,05-25-11,00:00:00,REGULAR,7225484,5216979,41.0
1597,A011,R080,01-00-01,05-25-11,04:00:00,REGULAR,7225529,5216992,13.0
1598,A011,R080,01-00-01,05-25-11,08:00:00,REGULAR,7225590,5217190,198.0
1599,A011,R080,01-00-01,05-25-11,12:00:00,REGULAR,7225909,5217825,635.0
1600,A011,R080,01-00-01,05-25-11,16:00:00,REGULAR,7226282,5218031,206.0
1601,A011,R080,01-00-01,05-25-11,20:00:00,REGULAR,7227150,5218250,219.0
1602,A011,R080,01-00-01,05-26-11,00:00:00,REGULAR,7227449,5218300,50.0
1603,A011,R080,01-00-01,05-26-11,04:00:00,REGULAR,7227498,5218313,13.0
1604,A011,R080,01-00-01,05-26-11,04:00:00,RECOVR,7227498,5218313,0.0
1605,A011,R080,01-00-01,05-26-11,08:00:00,AUD,7227544,5218534,221.0
1606,A011,R080,01-00-01,05-26-11,12:00:00,REGULAR,7227852,5219156,622.0
1607,A011,R080,01-00-01,05-26-11,16:00:00,REGULAR,7228274,5219362,206.0
1608,A011,R080,01-00-01,05-26-11,20:00:00,REGULAR,7229159,5219546,184.0
1609,A011,R080,01-00-01,05-27-11,00:00:00,REGULAR,7229485,5219587,41.0
1610,A011,R080,01-00-01,05-27-11,04:00:00,REGULAR,7229527,5219598,11.0
1611,A011,R080,01-00-01,05-27-11,04:00:00,REGULAR,7229527,5219598,0.0
1612,A011,R080,01-00-01,05-27-11,08:00:00,REGULAR,7229590,5219783,185.0
1613,A011,R080,01-00-01,05-27-11,12:00:00,REGULAR,7229899,5220325,542.0
1614,A011,R080,01-00-01,05-27-11,16:00:00,REGULAR,7230480,5220516,191.0
1615,A011,R080,01-00-01,05-27-11,20:00:00,REGULAR,7231113,5220716,200.0
1616,A011,R080,01-00-02,05-21-11,00:00:00,REGULAR,4327221,3734819,-1485897.0
1617,A011,R080,01-00-02,05-21-11,04:00:00,REGULAR,4327279,3734836,17.0
1618,A011,R080,01-00-02,05-21-11,08:00:00,REGULAR,4327301,3734897,61.0
1619,A011,R080,01-00-02,05-21-11,12:00:00,REGULAR,4327442,3735039,142.0
1620,A011,R080,01-00-02,05-21-11,16:00:00,REGULAR,4327657,3735231,192.0
1621,A011,R080,01-00-02,05-21-11,20:00:00,REGULAR,4327893,3735405,174.0
1622,A011,R080,01-00-02,05-22-11,00:00:00,REGULAR,4328053,3735472,67.0
1623,A011,R080,01-00-02,05-22-11,04:00:00,REGULAR,4328106,3735487,15.0
1624,A011,R080,01-00-02,05-22-11,08:00:00,REGULAR,4328121,3735517,30.0
1625,A011,R080,01-00-02,05-22-11,12:00:00,REGULAR,4328200,3735619,102.0
1626,A011,R080,01-00-02,05-22-11,16:00:00,REGULAR,4328335,3735746,127.0
1627,A011,R080,01-00-02,05-22-11,20:00:00,REGULAR,4328522,3735875,129.0
1628,A011,R080,01-00-02,05-23-11,00:00:00,REGULAR,4328656,3735924,49.0
1629,A011,R080,01-00-02,05-23-11,04:00:00,REGULAR,4328669,3735927,3.0
1630,A011,R080,01-00-02,05-23-11,08:00:00,REGULAR,4328713,3736077,150.0
1631,A011,R080,01-00-02,05-23-11,12:00:00,REGULAR,4328895,3736634,557.0
1632,A011,R080,01-00-02,05-23-11,16:00:00,REGULAR,4329158,3736767,133.0
1633,A011,R080,01-00-02,05-23-11,20:00:00,REGULAR,4329806,3736958,191.0
1634,A011,R080,01-00-02,05-24-11,00:00:00,REGULAR,4330013,3737000,42.0
1635,A011,R080,01-00-02,05-24-11,04:00:00,REGULAR,4330043,3737007,7.0
1636,A011,R080,01-00-02,05-24-11,08:00:00,REGULAR,4330071,3737185,178.0
1637,A011,R080,01-00-02,05-24-11,12:00:00,REGULAR,4330285,3737731,546.0
1638,A011,R080,01-00-02,05-24-11,16:00:00,REGULAR,4330547,3737900,169.0
1639,A011,R080,01-00-02,05-24-11,20:00:00,REGULAR,4331271,3738088,188.0
1640,A011,R080,01-00-02,05-25-11,00:00:00,REGULAR,4331503,3738146,58.0
1641,A011,R080,01-00-02,05-25-11,04:00:00,REGULAR,4331539,3738152,6.0
1642,A011,R080,01-00-02,05-25-11,08:00:00,REGULAR,4331585,3738312,160.0
1643,A011,R080,01-00-02,05-25-11,12:00:00,REGULAR,4331819,3738845,533.0
1644,A011,R080,01-00-02,05-25-11,16:00:00,REGULAR,4332076,3738997,152.0
1645,A011,R080,01-00-02,05-25-11,20:00:00,REGULAR,4332755,3739214,217.0
1646,A011,R080,01-00-02,05-26-11,00:00:00,REGULAR,4332980,3739266,52.0
1647,A011,R080,01-00-02,05-26-11,04:00:00,REGULAR,4333009,3739274,8.0
1648,A011,R080,01-00-02,05-26-11,08:00:00,REGULAR,4333048,3739454,180.0
1649,A011,R080,01-00-02,05-26-11,12:00:00,REGULAR,4333269,3740003,549.0
1650,A011,R080,01-00-02,05-26-11,16:00:00,REGULAR,4333542,3740202,199.0
1651,A011,R080,01-00-02,05-26-11,20:00:00,REGULAR,4334225,3740396,194.0
1652,A011,R080,01-00-02,05-27-11,00:00:00,REGULAR,4334449,3740463,67.0
1653,A011,R080,01-00-02,05-27-11,04:00:00,REGULAR,4334495,3740469,6.0
1654,A011,R080,01-00-02,05-27-11,04:00:00,RECOVR,4334495,3740469,0.0
1655,A011,R080,01-00-02,05-27-11,08:00:00,AUD,4334536,3740641,172.0
1656,A011,R080,01-00-02,05-27-11,12:00:00,REGULAR,4334715,3741066,425.0
1657,A011,R080,01-00-02,05-27-11,16:00:00,REGULAR,4335142,3741253,187.0
1658,A011,R080,01-00-02,05-27-11,20:00:00,REGULAR,4335634,3741440,187.0
1659,A011,R080,01-00-03,05-21-11,00:00:00,REGULAR,5105121,4820767,1079327.0
1660,A011,R080,01-00-03,05-21-11,04:00:00,REGULAR,5105162,4820793,26.0
1661,A011,R080,01-00-03,05-21-11,08:00:00,REGULAR,5105189,4820832,39.0
1662,A011,R080,01-00-03,05-21-11,12:00:00,REGULAR,5105288,4820972,140.0
1663,A011,R080,01-00-03,05-21-11,16:00:00,REGULAR,5105447,4821248,276.0
1664,A011,R080,01-00-03,05-21-11,20:00:00,REGULAR,5105653,4821560,312.0
1665,A011,R080,01-00-03,05-22-11,00:00:00,REGULAR,5105761,4821687,127.0
1666,A011,R080,01-00-03,05-22-11,04:00:00,REGULAR,5105801,4821715,28.0
1667,A011,R080,01-00-03,05-22-11,08:00:00,REGULAR,5105814,4821740,25.0
1668,A011,R080,01-00-03,05-22-11,12:00:00,REGULAR,5105886,4821836,96.0
1669,A011,R080,01-00-03,05-22-11,16:00:00,REGULAR,5106020,4822013,177.0
1670,A011,R080,01-00-03,05-22-11,20:00:00,REGULAR,5106197,4822186,173.0
1671,A011,R080,01-00-03,05-23-11,00:00:00,REGULAR,5106298,4822288,102.0
1672,A011,R080,01-00-03,05-23-11,04:00:00,REGULAR,5106320,4822294,6.0
1673,A011,R080,01-00-03,05-23-11,08:00:00,REGULAR,5106352,4822417,123.0
1674,A011,R080,01-00-03,05-23-11,12:00:00,REGULAR,5106528,4822917,500.0
1675,A011,R080,01-00-03,05-23-11,16:00:00,REGULAR,5106757,4823149,232.0
1676,A011,R080,01-00-03,05-23-11,20:00:00,REGULAR,5107370,4823525,376.0
1677,A011,R080,01-00-03,05-24-11,00:00:00,REGULAR,5107531,4823617,92.0
1678,A011,R080,01-00-03,05-24-11,04:00:00,REGULAR,5107549,4823618,1.0
1679,A011,R080,01-00-03,05-24-11,08:00:00,REGULAR,5107584,4823749,131.0
1680,A011,R080,01-00-03,05-24-11,12:00:00,REGULAR,5107767,4824239,490.0
1681,A011,R080,01-00-03,05-24-11,16:00:00,REGULAR,5108009,4824472,233.0
1682,A011,R080,01-00-03,05-24-11,20:00:00,REGULAR,5108636,4824866,394.0
1683,A011,R080,01-00-03,05-25-11,00:00:00,REGULAR,5108817,4824976,110.0
1684,A011,R080,01-00-03,05-25-11,04:00:00,REGULAR,5108849,4824986,10.0
1685,A011,R080,01-00-03,05-25-11,08:00:00,REGULAR,5108888,4825095,109.0
1686,A011,R080,01-00-03,05-25-11,12:00:00,REGULAR,5109051,4825626,531.0
1687,A011,R080,01-00-03,05-25-11,16:00:00,REGULAR,5109281,4825866,240.0
1688,A011,R080,01-00-03,05-25-11,20:00:00,REGULAR,5109933,4826228,362.0
1689,A011,R080,01-00-03,05-26-11,00:00:00,REGULAR,5110100,4826350,122.0
1690,A011,R080,01-00-03,05-26-11,04:00:00,REGULAR,5110123,4826358,8.0
1691,A011,R080,01-00-03,05-26-11,08:00:00,REGULAR,5110141,4826483,125.0
1692,A011,R080,01-00-03,05-26-11,12:00:00,REGULAR,5110310,4827017,534.0
1693,A011,R080,01-00-03,05-26-11,16:00:00,REGULAR,5110586,4827293,276.0
1694,A011,R080,01-00-03,05-26-11,20:00:00,REGULAR,5111191,4827645,352.0
1695,A011,R080,01-00-03,05-27-11,00:00:00,REGULAR,5111401,4827744,99.0
1696,A011,R080,01-00-03,05-27-11,04:00:00,REGULAR,5111432,4827757,13.0
1697,A011,R080,01-00-03,05-27-11,04:00:00,RECOVR,5111432,4827757,0.0
1698,A011,R080,01-00-03,05-27-11,08:00:00,AUD,5111486,4827866,109.0
1699,A011,R080,01-00-03,05-27-11,12:00:00,REGULAR,5111649,4828318,452.0
1700,A011,R080,01-00-03,05-27-11,16:00:00,REGULAR,5112035,4828637,319.0
1701,A011,R080,01-00-03,05-27-11,20:00:00,REGULAR,5112479,4829007,370.0
1702,A011,R080,01-00-04,05-21-11,00:00:00,REGULAR,7239031,7324004,2494997.0
1703,A011,R080,01-00-04,05-21-11,04:00:00,REGULAR,7239112,7324056,52.0
1704,A011,R080,01-00-04,05-21-11,08:00:00,REGULAR,7239161,7324126,70.0
1705,A011,R080,01-00-04,05-21-11,12:00:00,REGULAR,7239311,7324360,234.0
1706,A011,R080,01-00-04,05-21-11,16:00:00,REGULAR,7239552,7324765,405.0
1707,A011,R080,01-00-04,05-21-11,20:00:00,REGULAR,7239877,7325177,412.0
1708,A011,R080,01-00-04,05-22-11,00:00:00,REGULAR,7240080,7325380,203.0
1709,A011,R080,01-00-04,05-22-11,04:00:00,REGULAR,7240145,7325424,44.0
1710,A011,R080,01-00-04,05-22-11,08:00:00,REGULAR,7240174,7325475,51.0
1711,A011,R080,01-00-04,05-22-11,12:00:00,REGULAR,7240287,7325663,188.0
1712,A011,R080,01-00-04,05-22-11,16:00:00,REGULAR,7240472,7325963,300.0
1713,A011,R080,01-00-04,05-22-11,20:00:00,REGULAR,7240742,7326226,263.0
1714,A011,R080,01-00-04,05-23-11,00:00:00,REGULAR,7240937,7326380,154.0
1715,A011,R080,01-00-04,05-23-11,04:00:00,REGULAR,7240968,7326396,16.0
1716,A011,R080,01-00-04,05-23-11,08:00:00,REGULAR,7241026,7326556,160.0
1717,A011,R080,01-00-04,05-23-11,12:00:00,REGULAR,7241222,7327334,778.0
1718,A011,R080,01-00-04,05-23-11,16:00:00,REGULAR,7241588,7327720,386.0
1719,A011,R080,01-00-04,05-23-11,20:00:00,REGULAR,7242444,7328159,439.0
1720,A011,R080,01-00-04,05-24-11,00:00:00,REGULAR,7242686,7328348,189.0
1721,A011,R080,01-00-04,05-24-11,04:00:00,REGULAR,7242731,7328358,10.0
1722,A011,R080,01-00-04,05-24-11,08:00:00,REGULAR,7242793,7328581,223.0
1723,A011,R080,01-00-04,05-24-11,12:00:00,REGULAR,7242989,7329442,861.0
1724,A011,R080,01-00-04,05-24-11,16:00:00,REGULAR,7243337,7329844,402.0
1725,A011,R080,01-00-04,05-24-11,20:00:00,REGULAR,7244206,7330411,567.0
1726,A011,R080,01-00-04,05-25-11,00:00:00,REGULAR,7244503,7330595,184.0
1727,A011,R080,01-00-04,05-25-11,04:00:00,REGULAR,7244567,7330614,19.0
1728,A011,R080,01-00-04,05-25-11,08:00:00,REGULAR,7244633,7330827,213.0
1729,A011,R080,01-00-04,05-25-11,12:00:00,REGULAR,7244868,7331644,817.0
1730,A011,R080,01-00-04,05-25-11,16:00:00,REGULAR,7245224,7332028,384.0
1731,A011,R080,01-00-04,05-25-11,20:00:00,REGULAR,7246081,7332533,505.0
1732,A011,R080,01-00-04,05-26-11,00:00:00,REGULAR,7246351,7332716,183.0
1733,A011,R080,01-00-04,05-26-11,04:00:00,REGULAR,7246412,7332733,17.0
1734,A011,R080,01-00-04,05-26-11,08:00:00,REGULAR,7246473,7332952,219.0
1735,A011,R080,01-00-04,05-26-11,12:00:00,REGULAR,7246668,7333806,854.0
1736,A011,R080,01-00-04,05-26-11,16:00:00,REGULAR,7247048,7334225,419.0
1737,A011,R080,01-00-04,05-26-11,20:00:00,REGULAR,7247887,7334717,492.0
1738,A011,R080,01-00-04,05-27-11,00:00:00,REGULAR,7248160,7334912,195.0
1739,A011,R080,01-00-04,05-27-11,04:00:00,REGULAR,7248230,7334935,23.0
1740,A011,R080,01-00-04,05-27-11,04:00:00,RECOVR,7248230,7334935,0.0
1741,A011,R080,01-00-04,05-27-11,08:00:00,AUD,7248280,7335133,198.0
1742,A011,R080,01-00-04,05-27-11,12:00:00,REGULAR,7248463,7335883,750.0
1743,A011,R080,01-00-04,05-27-11,16:00:00,REGULAR,7248973,7336344,461.0
1744,A011,R080,01-00-04,05-27-11,20:00:00,REGULAR,7249574,7336812,468.0
1745,A011,R080,01-00-05,05-21-11,00:00:00,REGULAR,9375382,8285799,948987.0
1746,A011,R080,01-00-05,05-21-11,04:00:00,REGULAR,9375495,8285860,61.0
1747,A011,R080,01-00-05,05-21-11,08:00:00,REGULAR,9375537,8285940,80.0
1748,A011,R080,01-00-05,05-21-11,12:00:00,REGULAR,9375666,8286237,297.0
1749,A011,R080,01-00-05,05-21-11,16:00:00,REGULAR,9375960,8286679,442.0
1750,A011,R080,01-00-05,05-21-11,20:00:00,REGULAR,9376295,8287118,439.0
1751,A011,R080,01-00-05,05-22-11,00:00:00,REGULAR,9376538,8287348,230.0
1752,A011,R080,01-00-05,05-22-11,04:00:00,REGULAR,9376618,8287415,67.0
1753,A011,R080,01-00-05,05-22-11,08:00:00,REGULAR,9376650,8287494,79.0
1754,A011,R080,01-00-05,05-22-11,12:00:00,REGULAR,9376755,8287742,248.0
1755,A011,R080,01-00-05,05-22-11,16:00:00,REGULAR,9377024,8288081,339.0
1756,A011,R080,01-00-05,05-22-11,20:00:00,REGULAR,9377346,8288363,282.0
1757,A011,R080,01-00-05,05-23-11,00:00:00,REGULAR,9377603,8288499,136.0
1758,A011,R080,01-00-05,05-23-11,04:00:00,REGULAR,9377660,8288524,25.0
1759,A011,R080,01-00-05,05-23-11,08:00:00,REGULAR,9377717,8288777,253.0
1760,A011,R080,01-00-05,05-23-11,12:00:00,REGULAR,9377906,8289758,981.0
1761,A011,R080,01-00-05,05-23-11,16:00:00,REGULAR,9378338,8290137,379.0
1762,A011,R080,01-00-05,05-23-11,20:00:00,REGULAR,9379544,8290511,374.0
1763,A011,R080,01-00-05,05-24-11,00:00:00,REGULAR,9379873,8290690,179.0
1764,A011,R080,01-00-05,05-24-11,04:00:00,REGULAR,9379932,8290700,10.0
1765,A011,R080,01-00-05,05-24-11,08:00:00,REGULAR,9379989,8290981,281.0
1766,A011,R080,01-00-05,05-24-11,12:00:00,REGULAR,9380178,8291996,1015.0
1767,A011,R080,01-00-05,05-24-11,16:00:00,REGULAR,9380634,8292399,403.0
1768,A011,R080,01-00-05,05-24-11,20:00:00,REGULAR,9381776,8292832,433.0
1769,A011,R080,01-00-05,05-25-11,00:00:00,REGULAR,9382175,8293042,210.0
1770,A011,R080,01-00-05,05-25-11,04:00:00,REGULAR,9382249,8293058,16.0
1771,A011,R080,01-00-05,05-25-11,08:00:00,REGULAR,9382308,8293363,305.0
1772,A011,R080,01-00-05,05-25-11,12:00:00,REGULAR,9382536,8294303,940.0
1773,A011,R080,01-00-05,05-25-11,16:00:00,REGULAR,9382995,8294748,445.0
1774,A011,R080,01-00-05,05-25-11,20:00:00,REGULAR,9384141,8295180,432.0
1775,A011,R080,01-00-05,05-26-11,00:00:00,REGULAR,9384528,8295385,205.0
1776,A011,R080,01-00-05,05-26-11,04:00:00,REGULAR,9384591,8295405,20.0
1777,A011,R080,01-00-05,05-26-11,08:00:00,REGULAR,9384657,8295720,315.0
1778,A011,R080,01-00-05,05-26-11,12:00:00,REGULAR,9384870,8296756,1036.0
1779,A011,R080,01-00-05,05-26-11,16:00:00,REGULAR,9385348,8297273,517.0
1780,A011,R080,01-00-05,05-26-11,20:00:00,REGULAR,9386500,8297699,426.0
1781,A011,R080,01-00-05,05-27-11,00:00:00,REGULAR,9386869,8297921,222.0
1782,A011,R080,01-00-05,05-27-11,04:00:00,REGULAR,9386938,8297943,22.0
1783,A011,R080,01-00-05,05-27-11,04:00:00,RECOVR,9386938,8297943,0.0
1784,A011,R080,01-00-05,05-27-11,08:00:00,AUD,9387005,8298222,279.0
1785,A011,R080,01-00-05,05-27-11,12:00:00,REGULAR,9387204,8299048,826.0
1786,A011,R080,01-00-05,05-27-11,16:00:00,REGULAR,9387882,8299523,475.0
1787,A011,R080,01-00-05,05-27-11,20:00:00,REGULAR,9388670,8299903,380.0
1788,A013,R081,01-00-00,05-21-11,00:00:00,REGULAR,4461930,24547255,16247352.0
1789,A013,R081,01-00-00,05-21-11,04:00:00,REGULAR,4461935,24547390,135.0
1790,A013,R081,01-00-00,05-21-11,08:00:00,REGULAR,4461935,24547547,157.0
1791,A013,R081,01-00-00,05-21-11,12:00:00,REGULAR,4461951,24548224,677.0
1792,A013,R081,01-00-00,05-21-11,16:00:00,REGULAR,4461964,24549432,1208.0
1793,A013,R081,01-00-00,05-21-11,20:00:00,REGULAR,4461991,24551076,1644.0
1794,A013,R081,01-00-00,05-22-11,00:00:00,REGULAR,4462016,24551698,622.0
1795,A013,R081,01-00-00,05-22-11,04:00:00,REGULAR,4462026,24551841,143.0
1796,A013,R081,01-00-00,05-22-11,08:00:00,REGULAR,4462027,24551930,89.0
1797,A013,R081,01-00-00,05-22-11,12:00:00,REGULAR,4462040,24552482,552.0
1798,A013,R081,01-00-00,05-22-11,16:00:00,REGULAR,4462054,24553621,1139.0
1799,A013,R081,01-00-00,05-22-11,20:00:00,REGULAR,4462086,24554696,1075.0
1800,A013,R081,01-00-00,05-23-11,00:00:00,REGULAR,4462115,24555100,404.0
1801,A013,R081,01-00-00,05-23-11,04:00:00,REGULAR,4462120,24555152,52.0
1802,A013,R081,01-00-00,05-23-11,04:00:00,RECOVR,4462120,24555152,0.0
1803,A013,R081,01-00-00,05-23-11,08:00:00,AUD,4462122,24555588,436.0
1804,A013,R081,01-00-00,05-23-11,12:00:00,REGULAR,4462141,24557316,1728.0
1805,A013,R081,01-00-00,05-23-11,16:00:00,REGULAR,4462225,24558361,1045.0
1806,A013,R081,01-00-00,05-23-11,20:00:00,REGULAR,4462510,24559620,1259.0
1807,A013,R081,01-00-00,05-24-11,00:00:00,REGULAR,4462636,24560056,436.0
1808,A013,R081,01-00-00,05-24-11,04:00:00,REGULAR,4462658,24560088,32.0
1809,A013,R081,01-00-00,05-24-11,04:00:00,RECOVR,4462658,24560088,0.0
1810,A013,R081,01-00-00,05-24-11,08:00:00,AUD,4462665,24560634,546.0
1811,A013,R081,01-00-00,05-24-11,12:00:00,REGULAR,4462699,24562361,1727.0
1812,A013,R081,01-00-00,05-24-11,16:00:00,RECOVR,4462791,24563448,1087.0
1813,A013,R081,01-00-00,05-24-11,20:00:00,AUD,4463092,24564920,1472.0
1814,A013,R081,01-00-00,05-25-11,00:00:00,RECOVR,4463231,24565457,537.0
1815,A013,R081,01-00-00,05-25-11,04:00:00,AUD,4463261,24565506,49.0
1816,A013,R081,01-00-00,05-25-11,04:00:00,REGULAR,4463261,24565506,0.0
1817,A013,R081,01-00-00,05-25-11,08:00:00,RECOVR,4463272,24566048,542.0
1818,A013,R081,01-00-00,05-25-11,12:00:00,AUD,4463305,24567701,1653.0
1819,A013,R081,01-00-00,05-25-11,16:00:00,REGULAR,4463410,24568947,1246.0
1820,A013,R081,01-00-00,05-25-11,20:00:00,REGULAR,4463691,24570559,1612.0
1821,A013,R081,01-00-00,05-26-11,00:00:00,REGULAR,4463840,24571096,537.0
1822,A013,R081,01-00-00,05-26-11,04:00:00,REGULAR,4463867,24571147,51.0
1823,A013,R081,01-00-00,05-26-11,08:00:00,REGULAR,4463883,24571595,448.0
1824,A013,R081,01-00-00,05-26-11,11:12:40,DOOR,4463903,24573084,1489.0
1825,A013,R081,01-00-00,05-26-11,11:16:24,OPEN,4463904,24573084,0.0
1826,A013,R081,01-00-00,05-26-11,11:16:31,DOOR,4463904,24573084,0.0
1827,A013,R081,01-00-00,05-26-11,11:23:50,OPEN,4463909,24573090,6.0
1828,A013,R081,01-00-00,05-26-11,12:00:00,REGULAR,4463923,24573257,167.0
1829,A013,R081,01-00-00,05-26-11,16:00:00,REGULAR,4464014,24574438,1181.0
1830,A013,R081,01-00-00,05-26-11,20:00:00,REGULAR,4464286,24575989,1551.0
1831,A013,R081,01-00-00,05-27-11,00:00:00,REGULAR,4464452,24576546,557.0
1832,A013,R081,01-00-00,05-27-11,04:00:00,REGULAR,4464489,24576615,69.0
1833,A013,R081,01-00-00,05-27-11,08:00:00,REGULAR,4464506,24577071,456.0
1834,A013,R081,01-00-00,05-27-11,12:00:00,REGULAR,4464540,24578513,1442.0
1835,A013,R081,01-00-00,05-27-11,16:00:00,REGULAR,4464705,24579655,1142.0
1836,A013,R081,01-00-00,05-27-11,20:00:00,REGULAR,4464926,24581059,1404.0
1837,A013,R081,01-03-00,05-21-11,00:00:00,REGULAR,956473,1166982,-23414077.0
1838,A013,R081,01-03-00,05-21-11,04:00:00,REGULAR,956541,1167025,43.0
1839,A013,R081,01-03-00,05-21-11,08:00:00,REGULAR,956551,1167064,39.0
1840,A013,R081,01-03-00,05-21-11,12:00:00,REGULAR,956596,1167268,204.0
1841,A013,R081,01-03-00,05-21-11,16:00:00,REGULAR,956690,1167653,385.0
1842,A013,R081,01-03-00,05-21-11,20:00:00,REGULAR,956863,1168342,689.0
1843,A013,R081,01-03-00,05-22-11,00:00:00,REGULAR,957083,1168560,218.0
1844,A013,R081,01-03-00,05-22-11,04:00:00,REGULAR,957169,1168607,47.0
1845,A013,R081,01-03-00,05-22-11,08:00:00,REGULAR,957181,1168631,24.0
1846,A013,R081,01-03-00,05-22-11,12:00:00,REGULAR,957217,1168781,150.0
1847,A013,R081,01-03-00,05-22-11,16:00:00,REGULAR,957334,1169140,359.0
1848,A013,R081,01-03-00,05-22-11,20:00:00,REGULAR,957514,1169506,366.0
1849,A013,R081,01-03-00,05-23-11,00:00:00,REGULAR,957709,1169665,159.0
1850,A013,R081,01-03-00,05-23-11,04:00:00,REGULAR,957755,1169682,17.0
1851,A013,R081,01-03-00,05-23-11,04:00:00,RECOVR,957755,1169682,0.0
1852,A013,R081,01-03-00,05-23-11,08:00:00,AUD,957766,1169834,152.0
1853,A013,R081,01-03-00,05-23-11,12:00:00,REGULAR,957826,1170517,683.0
1854,A013,R081,01-03-00,05-23-11,16:00:00,REGULAR,958023,1170780,263.0
1855,A013,R081,01-03-00,05-23-11,20:00:00,REGULAR,958712,1171154,374.0
1856,A013,R081,01-03-00,05-24-11,00:00:00,REGULAR,958998,1171278,124.0
1857,A013,R081,01-03-00,05-24-11,04:00:00,REGULAR,959049,1171287,9.0
1858,A013,R081,01-03-00,05-24-11,08:00:00,REGULAR,959072,1171464,177.0
1859,A013,R081,01-03-00,05-24-11,12:00:00,REGULAR,959158,1172149,685.0
1860,A013,R081,01-03-00,05-24-11,16:00:00,RECOVR,959395,1172455,306.0
1861,A013,R081,01-03-00,05-24-11,20:00:00,RECOVR,960113,1172943,488.0
1862,A013,R081,01-03-00,05-25-11,00:00:00,AUD,960508,1173071,128.0
1863,A013,R081,01-03-00,05-25-11,04:00:00,REGULAR,960573,1173087,16.0
1864,A013,R081,01-03-00,05-25-11,08:00:00,REGULAR,960593,1173269,182.0
1865,A013,R081,01-03-00,05-25-11,12:00:00,REGULAR,960704,1173962,693.0
1866,A013,R081,01-03-00,05-25-11,16:00:00,REGULAR,960940,1174318,356.0
1867,A013,R081,01-03-00,05-25-11,20:00:00,REGULAR,961629,1174768,450.0
1868,A013,R081,01-03-00,05-26-11,00:00:00,REGULAR,962045,1174913,145.0
1869,A013,R081,01-03-00,05-26-11,04:00:00,REGULAR,962106,1174927,14.0
1870,A013,R081,01-03-00,05-26-11,08:00:00,REGULAR,962137,1175101,174.0
1871,A013,R081,01-03-00,05-26-11,11:24:30,DOOR,962211,1175750,649.0
1872,A013,R081,01-03-00,05-26-11,11:24:35,OPEN,962211,1175750,0.0
1873,A013,R081,01-03-00,05-26-11,12:00:00,DOOR,962240,1175802,52.0
1874,A013,R081,01-03-00,05-26-11,16:00:00,OPEN,962512,1176172,370.0
1875,A013,R081,01-03-00,05-26-11,20:00:00,REGULAR,963179,1176678,506.0
1876,A013,R081,01-03-00,05-27-11,00:00:00,REGULAR,963561,1176818,140.0
