County,State,Perc_Female,Perc_Black,Perc_Asian,Perc_Hispanic,Perc_White,Median_Age
Greeley County Nebraska,Nebraska,49.6,0.6,0.1,2,97.6,46.9
Green County Kentucky,Kentucky,50.7,2,0.2,1.4,95.7,43.7
Green County Wisconsin,Wisconsin,50.5,0.4,0.5,2.8,96.6,42
Green Lake County Wisconsin,Wisconsin,50.1,0.5,0.5,3.9,96.7,45.9
Greenbrier County West Virginia,West Virginia,51.3,2.8,0.4,1.2,94.6,46.2
Greene County Alabama,Alabama,52.8,81.5,0.2,0.8,17.4,44.1
Greene County Missouri,Missouri,51.3,2.9,1.6,3,91.2,37.4
Greene County Georgia,Georgia,51.2,38.2,0.3,5.6,56.6,47.6
Greene County Ohio,Ohio,51,7.2,2.9,2.1,86.4,38.6
Greene County Arkansas,Arkansas,51,0.6,0.3,2.1,96.4,39
Greene County Tennessee,Tennessee,50.9,2,0.4,2.5,95,44.1
Greene County Virginia,Virginia,50.8,6.3,1.4,4.2,87.6,40.4
Greene County Iowa,Iowa,50.6,0.3,0.3,1.8,97.6,47.6
Greene County Indiana,Indiana,50.1,0.1,0.3,1,98.1,42.3
Greene County Illinois,Illinois,49.5,0.9,0.1,0.8,97.9,43
Greene County Pennsylvania,Pennsylvania,48.5,3.3,0.3,1.2,94.6,42.6
Greene County New York,New York,47.8,5.7,0.8,4.9,90.3,45.9
Greene County North Carolina,North Carolina,46.4,37.3,0.3,14.3,50.8,39.9
Greene County Mississippi,Mississippi,40.9,26,0.1,0.9,72.5,38.3
Greenlee County Arizona,Arizona,47.9,1.1,0.5,47.9,77.2,35
Greensville County Virginia,Virginia,37.4,59.8,0.3,1.4,38.5,44.2
Greenup County Kentucky,Kentucky,51.6,0.7,0.5,0.8,97.3,43.4
Greenville County South Carolina,South Carolina,51.5,18.1,2,8.1,73.8,38.3
Greenwood County South Carolina,South Carolina,53.1,31.4,0.8,5.4,62.9,39
Greenwood County Kansas,Kansas,50.7,0.3,0.3,3.3,95.6,47.5
Greer County Oklahoma,Oklahoma,43.3,7.1,0.2,9.8,83,43.8
Gregg County Texas,Texas,51.1,20,1.1,16.4,67.3,37.2
Gregory County South Dakota,South Dakota,49.7,0.2,0.3,0.9,89.6,50.2
Grenada County Mississippi,Mississippi,52.8,41.7,0.3,0.9,56.9,40.5
Griggs County North Dakota,North Dakota,49.4,0.3,0.2,0.4,98.8,52.9
Grimes County Texas,Texas,45.5,16.5,0.2,21.2,73,40.6
Grundy County Missouri,Missouri,52.3,0.6,0.4,1.7,96.9,42.8
Grundy County Iowa,Iowa,50.6,0.2,0.2,1,98.5,44.8
Grundy County Tennessee,Tennessee,50.5,0.3,0.2,0.8,97.7,43
Grundy County Illinois,Illinois,50.1,1.2,0.7,8.2,93.7,36.7
Guadalupe County Texas,Texas,50.8,6.5,1.4,35.6,79.8,37.4
Guadalupe County New Mexico,New Mexico,43.5,1.7,1.3,79.6,70.4,42.4
Guayama Municipio Puerto Rico,Puerto Rico,50,18.5,0.1,99.1,68.2,36.6
Guayanilla Municipio Puerto Rico,Puerto Rico,51.4,8.3,0.1,99.5,81.9,37.5
Guaynabo Municipio Puerto Rico,Puerto Rico,52.5,9.8,0.2,98.2,79.4,42.1
Guernsey County Ohio,Ohio,51,1.5,0.3,0.9,96,41.9
GuՍnica Municipi Puerto Rico,Puerto Rico,51.7,7.7,0,99.4,79.9,38.7
Guilford County North Carolina,North Carolina,52.4,32.5,3.9,7.1,57,37.5
Gulf County Florida,Florida,40.2,18.7,0.3,4.3,78.1,46.8
Gunnison County Colorado,Colorado,45.8,0.3,0.7,8.2,92.4,35.7
Gurabo Municipio Puerto Rico,Puerto Rico,52.1,14.6,0.1,99.2,72.5,36.4
Guthrie County Iowa,Iowa,50.3,0.1,0.3,1.8,97.6,46.1
Gwinnett County Georgia,Georgia,50.7,23.6,10.6,20.1,53.3,34.8
Haakon County South Dakota,South Dakota,49.4,0.2,0.4,0.9,94.7,50.3
Habersham County Georgia,Georgia,52.8,3.4,2.2,12.4,85.7,39.3
Haines Borough Alaska,Alaska,49.2,0.4,0.6,1.9,83.2,46.5
Hale County Alabama,Alabama,52.6,59,0.2,0.9,39.8,41.3
Hale County Texas,Texas,48.3,5.3,0.4,55.9,70.8,33.5
Halifax County Virginia,Virginia,52.3,36.7,0.4,1.6,60.7,46.3
Halifax County North Carolina,North Carolina,52.2,53.2,0.7,2.1,40,43.7
Hall County Texas,Texas,50.6,7.2,0.1,32.4,76.9,44.2
Hall County Georgia,Georgia,50.1,7.4,1.8,26.1,74.1,35.5
Hall County Nebraska,Nebraska,50,1.7,1,23.3,82.6,37
Hamblen County Tennessee,Tennessee,51.3,4,0.7,10.7,86.6,41.1
Hamilton County Ohio,Ohio,52,25.7,2,2.6,68.8,38.8
Hamilton County Tennessee,Tennessee,51.9,20.2,1.8,4.5,73.9,40.7
Hamilton County Indiana,Indiana,51.2,3.5,4.8,3.4,88.5,36.3
Hamilton County Illinois,Illinois,51.2,0.4,0.2,1.2,98.2,45.1
Hamilton County Texas,Texas,50.7,0.5,0.4,10.1,92.9,48.4
Hamilton County Iowa,Iowa,50.3,0.3,2,5,93.8,44.2
Hamilton County Nebraska,Nebraska,50,0.2,0.2,2,98.1,43.8
Hamilton County New York,New York,49.4,0.7,0.5,1.1,97.3,51.8
Hamilton County Kansas,Kansas,49.3,0.3,0.3,30.7,79.3,34.8
Hamilton County Florida,Florida,41.1,34.5,0.5,8.8,59.8,42.4
Hamlin County South Dakota,South Dakota,50,0.2,0.2,2.5,96.7,38
Hampden County Massachusetts,Massachusetts,52,9,2,20.9,76.5,40
Hampshire County Massachusetts,Massachusetts,53.2,2.5,4.5,4.7,88.7,37.2
Hampshire County West Virginia,West Virginia,49.4,1,0.2,1,97.2,43.3
Hampton city Virginia,Virginia,52.2,49.6,2.2,4.5,42.7,37.4
Hampton County South Carolina,South Carolina,48.8,53.9,0.5,3.5,42.7,40.3
Hancock County West Virginia,West Virginia,51.6,2.3,0.3,1,95.7,46.6
Hancock County Ohio,Ohio,51.5,1.5,1.7,4.5,93.4,39.2
Hancock County Maine,Maine,51,0.4,0.8,1.1,96.9,47.4
Hancock County Indiana,Indiana,50.9,2.1,0.8,1.7,95.2,39.8
Hancock County Illinois,Illinois,50.8,0.3,0.2,1,98,46.1
Hancock County Tennessee,Tennessee,50.6,0.4,0.1,0.2,98,44.5
Hancock County Mississippi,Mississippi,50.4,7.1,1,3.3,88.4,41.5
Hancock County Iowa,Iowa,50.1,0.5,0.4,3.5,96.6,46.2
Hancock County Kentucky,Kentucky,49.5,0.9,0.2,1.1,97.3,40.1
Hancock County Georgia,Georgia,45.2,74.1,0.5,1.5,24.4,46.6
Hand County South Dakota,South Dakota,50.4,0.1,0.3,0.6,98.4,49.2
Hanover County Virginia,Virginia,50.9,9.3,1.4,2.1,86.7,42.2
Hansford County Texas,Texas,50.1,0.6,0.3,43.3,81.8,36
Hanson County South Dakota,South Dakota,49.9,0,0.3,0.5,98.6,35.5
Haralson County Georgia,Georgia,51.1,4.7,0.5,1.1,92.8,39.4
Hardee County Florida,Florida,46.4,7,1.1,42.9,72.2,34.1
Hardeman County Texas,Texas,50.4,5.9,0.3,21.5,85.5,44.1
Hardeman County Tennessee,Tennessee,45.6,41.4,0.5,1.4,56.4,42
Hardin County Tennessee,Tennessee,51.3,3.4,0.4,1.9,93.7,44.6
Hardin County Texas,Texas,50.7,5.8,0.5,4.4,90.6,39.2
Hardin County Ohio,Ohio,50.4,0.8,0.6,1.3,96.7,36.2
Hardin County Illinois,Illinois,50.3,0.3,0.5,1.3,97.3,47.1
Hardin County Iowa,Iowa,50.3,1.2,0.5,3.7,95.8,46.4
Hardin County Kentucky,Kentucky,50.1,11.6,2,5,80.5,36.8
Harding County South Dakota,South Dakota,47.5,0.1,0.1,1.6,95.9,43.9
Harding County New Mexico,New Mexico,47.2,0.3,0,43,86.9,56.1
Hardy County West Virginia,West Virginia,49.5,2.5,1,3.4,93.8,43.4
Harford County Maryland,Maryland,51.1,12.7,2.4,3.5,81.2,40.6
Harlan County Kentucky,Kentucky,51.3,2.2,0.3,0.7,96.1,42
Harlan County Nebraska,Nebraska,49.7,0,0.2,1.3,98.4,49.2
Harmon County Oklahoma,Oklahoma,52,7.2,0.4,25.9,73.2,40.8
Harnett County North Carolina,North Carolina,51,20.9,0.9,10.8,68.3,34.3
Harney County Oregon,Oregon,49.1,0.3,0.5,4,91.9,45.5
Harper County Kansas,Kansas,50.5,0.4,0.1,4.9,94.6,46.7
Harper County Oklahoma,Oklahoma,50.4,0.1,0.2,17.5,87.4,41.5
Harris County Texas,Texas,50.2,18.9,6.2,40.8,56.6,33
Harris County Georgia,Georgia,50.1,17.2,0.9,2.7,79.3,43.1
Harrison County West Virginia,West Virginia,51.3,1.6,0.5,1.3,96,43.3
Harrison County Kentucky,Kentucky,51.1,2,0.2,1.8,95.7,41.6
Harrison County Texas,Texas,50.9,21.9,0.5,11.1,68.6,38.7
Harrison County Iowa,Iowa,50.8,0.2,0.3,1.2,98.2,44.1
Harrison County Missouri,Missouri,50.4,0.3,0.2,1.6,97.6,44.3
Harrison County Ohio,Ohio,50.4,2.1,0.1,0.5,95.9,45.3
Harrison County Mississippi,Mississippi,50.3,22.1,2.8,5.3,69.7,36.7
Harrison County Indiana,Indiana,50,0.5,0.4,1.5,97.4,41.2
Harrisonburg city Virginia,Virginia,53.4,6.4,3.5,15.7,78.4,22.3
Hart County Georgia,Georgia,50.6,18.7,0.9,3.1,77.4,44.3
Hart County Kentucky,Kentucky,50.5,4.9,0.2,1.4,92.9,41.3
Hartford County Connecticut,Connecticut,51.7,13.3,4.2,15.3,72.4,41.4
Hartley County Texas,Texas,39,6.9,0.5,23.9,87,38.5
Harvey County Kansas,Kansas,51.2,1.6,0.7,10.8,91.4,40.6
Haskell County Oklahoma,Oklahoma,50.3,0.4,0.5,3.3,74.9,41.4
Haskell County Kansas,Kansas,50,0.3,0.2,27,85.5,35.9
Haskell County Texas,Texas,47.4,3.7,0.5,24,82.7,47.6
Hatillo Municipio Puerto Rico,Puerto Rico,51.6,4.4,0.1,99.2,87.3,38.5
Hawaii County Hawaii,Hawaii,49.8,0.6,22.2,11.6,33.7,41.5
Hawkins County Tennessee,Tennessee,51,1.3,0.5,1.2,96.5,43
Hayes County Nebraska,Nebraska,47.3,0,0.3,3.4,97.1,48.5
Hays County Texas,Texas,50.2,3.5,1.2,35.3,80.7,31.1
Haywood County Tennessee,Tennessee,52.9,50.4,0.1,3.8,45.9,40.8
Haywood County North Carolina,North Carolina,51.7,1.1,0.4,3.4,95.5,47.2
Heard County Georgia,Georgia,50.3,9.8,0.5,1.9,86.9,39.7
Hemphill County Texas,Texas,49.4,0.2,0.5,28.5,86.9,36.4
Hempstead County Arkansas,Arkansas,51.8,29.4,0.4,12,59.4,38.6
Henderson County Tennessee,Tennessee,51.9,7.9,0.3,1.9,89.2,40.8
Henderson County North Carolina,North Carolina,51.7,3,1,9.8,88.9,47.3
Henderson County Kentucky,Kentucky,51.7,7.8,0.4,1.9,89.1,40.8
Henderson County Texas,Texas,51,6.2,0.4,10.8,85.8,44.1
Henderson County Illinois,Illinois,50.7,0.2,0.2,1.1,98.2,47.6
Hendricks County Indiana,Indiana,50.2,4.9,2.1,3,90.1,37.6
Hendry County Florida,Florida,45.8,13.4,0.7,49.2,59.9,33.5
Hennepin County Minnesota,Minnesota,50.9,11.8,6.2,6.7,74.4,36.9
Henrico County Virginia,Virginia,53,29.5,6.5,4.9,59.2,39.1
Henry County Georgia,Georgia,52,36.9,2.9,5.8,55,36.2
Henry County Alabama,Alabama,52,28.6,0.3,2.2,68.6,44.3
Henry County Virginia,Virginia,51.8,21.9,0.4,4.7,72.9,45.9
Henry County Tennessee,Tennessee,51.6,8,0.3,1.7,89.2,45.5
Henry County Missouri,Missouri,51.1,1,0.2,1.7,96.4,44.4
Henry County Kentucky,Kentucky,50.7,2.7,0.2,2.9,93.7,41.6
Henry County Ohio,Ohio,50.5,0.4,0.4,6.6,95.2,41.1
Henry County Illinois,Illinois,50.3,1.6,0.4,4.8,94.8,43.5
Henry County Indiana,Indiana,49.3,2.2,0.3,1.4,95.7,43.2
Henry County Iowa,Iowa,48.8,2.2,2.3,3.8,92.1,41.9
Herkimer County New York,New York,51.1,1.1,0.5,1.6,96.6,43.1
Hernando County Florida,Florida,52.2,5.1,1.1,10.3,89.5,48.7
Hertford County North Carolina,North Carolina,51.1,60.5,0.5,2.6,35.6,43.3
Hettinger County North Dakota,North Dakota,52.4,0.2,0,0.5,96.2,48.4
Hickman County Kentucky,Kentucky,52.2,9.2,0.2,1.2,88.4,46.2
Hickman County Tennessee,Tennessee,47.5,4.5,0.2,1.8,92.8,41.3
Hickory County Missouri,Missouri,50.9,0.3,0.2,0.9,97,53.5
Hidalgo County Texas,Texas,51.3,0.6,1,90.6,88,29.5
Hidalgo County New Mexico,New Mexico,49.8,0.6,0.5,56.6,85.3,41.3
Highland County Ohio,Ohio,51,1.4,0.2,0.7,96.5,40
Highland County Virginia,Virginia,50.1,0.3,0.2,0.8,98.6,52.9
Highlands County Florida,Florida,51.1,9.4,1.5,17.4,81,53.3
Hill County Texas,Texas,51,6.3,0.3,18.3,83.5,41.9
Hill County Montana,Montana,49.5,0.3,0.4,2.3,73.9,36.4
Hillsborough County Florida,Florida,51.3,16.7,3.4,24.9,71.3,37.1
Hillsborough County New Hampshire,New Hampshire,50.5,2.1,3.2,5.3,90.4,40.1
Hillsdale County Michigan,Michigan,50.4,0.5,0.4,1.8,97,41.4
Hinds County Mississippi,Mississippi,53,69.1,0.8,1.5,28.4,34.7
Hinsdale County Colorado,Colorado,47.4,0.4,0.4,2.8,95.1,47
Hitchcock County Nebraska,Nebraska,50.3,0.2,0.1,1.4,97.6,49.1
Hocking County Ohio,Ohio,50,0.7,0.2,0.7,97.5,41.2
Hockley County Texas,Texas,50.7,3.6,0.3,43.6,78.5,34.9
Hodgeman County Kansas,Kansas,50,1,0.4,6.2,94.3,45.9
Hoke County North Carolina,North Carolina,51.3,33.5,1,12.4,45.3,31.6
Holmes County Mississippi,Mississippi,53.2,83.4,0.2,0.7,15.6,35
Holmes County Ohio,Ohio,50.1,0.3,0.1,0.8,98.7,30.6
Holmes County Florida,Florida,46.8,5.8,0.4,2.2,90.5,43.9
Holt County Missouri,Missouri,50.6,0.2,0.3,0.8,97.7,47.4
Holt County Nebraska,Nebraska,50.3,0.2,0.2,2.9,97.1,47.6
Honolulu County Hawaii,Hawaii,49.9,2,43.9,8.1,20.8,39.3
Hood County Texas,Texas,50.8,0.5,0.6,10.2,92.6,47
Hood River County Oregon,Oregon,50,0.5,1.4,29.5,83.1,39
Hooker County Nebraska,Nebraska,53,0,0,1.1,98.9,52.3
Hoonah-Angoon Census Area Alaska,Alaska,45.8,0.4,0.6,3.6,47.2,44
Hopewell city Virginia,Virginia,53.6,37,0.8,6.6,55.4,38.3
Hopkins County Kentucky,Kentucky,51.4,6.6,0.6,1.6,90.1,42
Hopkins County Texas,Texas,50.5,7.1,0.5,15.3,81.5,39.9
Hormigueros Municipio Puerto Rico,Puerto Rico,53.5,8.3,0.1,99.5,81.2,43.9
Horry County South Carolina,South Carolina,51.1,13.4,1,6.2,79.9,42.7
Hot Spring County Arkansas,Arkansas,48.9,10.8,0.3,2.8,85.6,41.8
Hot Springs County Wyoming,Wyoming,50.6,0.2,0.4,2.2,95.8,49.9
Houghton County Michigan,Michigan,45.9,0.5,2.9,1.1,94.5,38.1
Houston County Alabama,Alabama,52,25.8,0.8,2.9,70,39.7
Houston County Georgia,Georgia,51.3,28.6,2.4,6.1,63.3,35.8
Houston County Tennessee,Tennessee,50.8,2.3,0.3,1.5,95.1,43
Houston County Minnesota,Minnesota,50.4,0.5,0.5,0.7,97.6,44.9
Houston County Texas,Texas,46.2,26,0.4,10,67,45.7
Howard County Indiana,Indiana,51.9,6.9,0.9,2.7,88.6,42.1
Howard County Arkansas,Arkansas,51.7,20.6,0.6,9.8,71.8,39.6
Howard County Maryland,Maryland,51,17.5,14.4,5.8,62.2,39.4
Howard County Iowa,Iowa,50.4,0.3,0.3,1.2,98.1,43.6
Howard County Missouri,Missouri,50.3,5.2,0.3,1.2,91.8,40.4
Howard County Nebraska,Nebraska,49.1,0.2,0.2,1.7,97.6,44.5
Howard County Texas,Texas,43.7,6.2,0.8,37.9,74.1,38.1
Howell County Missouri,Missouri,51.6,0.4,0.5,1.7,96.3,40.8
Hubbard County Minnesota,Minnesota,49.6,0.2,0.2,1.6,94.5,46.9
Hudson County New Jersey,New Jersey,50.5,13.2,13.4,42.2,54,35.3
Hudspeth County Texas,Texas,49.7,1.4,0.5,79.6,78.8,35.6
Huerfano County Colorado,Colorado,50.4,0.5,0.4,35.3,82.8,52.6
Hughes County South Dakota,South Dakota,51.4,0.5,0.5,1.8,85.7,40.7
Hughes County Oklahoma,Oklahoma,46.2,5.3,0.2,3.8,68.1,44.2
Humacao Municipio Puerto Rico,Puerto Rico,52.5,18.5,0.2,99,66.1,39.1
Humboldt County Iowa,Iowa,50.6,0.4,0.3,3.6,96,45.9
Humboldt County California,California,49.8,1.1,2.2,9.8,81.7,38.6
Humboldt County Nevada,Nevada,47.6,0.5,0.7,24.4,79,36
Humphreys County Mississippi,Mississippi,53.2,74.5,0.2,2.2,23.5,37.1
Humphreys County Tennessee,Tennessee,50.8,2.5,0.2,1.5,95.1,43.3
Hunt County Texas,Texas,50.4,8.3,1.1,13.6,81.6,38.9
Hunterdon County New Jersey,New Jersey,50.1,2.7,3.3,5.2,91.4,44.3
Huntingdon County Pennsylvania,Pennsylvania,47.1,5.2,0.4,1.6,92.5,43
Huntington County Indiana,Indiana,50.9,0.4,0.4,1.7,97.1,40.4
Huron County Ohio,Ohio,50.7,1,0.3,5.6,94.9,39.5
Huron County Michigan,Michigan,50.4,0.4,0.4,2,97.5,48
Hutchinson County South Dakota,South Dakota,51.3,0.4,0.2,1.6,97.4,48
Hutchinson County Texas,Texas,50,2.5,0.4,19.8,85.5,38.4
Hyde County South Dakota,South Dakota,48,0.1,0.2,1.1,89.1,49.6
Hyde County North Carolina,North Carolina,44.5,31.6,0.3,7.1,64,45.9
Iberia Parish Louisiana,Louisiana,51.2,32,2.4,3.1,62.2,37
Iberville Parish Louisiana,Louisiana,49,49.3,0.3,2,48.8,39.3
Ida County Iowa,Iowa,50.1,0.2,0.3,1.4,98.1,46.6
Idaho County Idaho,Idaho,47.8,0.3,0.4,2.6,93.8,48.7
Imperial County California,California,48.6,3.3,1.6,80.4,58.8,33.2
Independence County Arkansas,Arkansas,51,2,0.8,5.8,91.9,40.3
Indian River County Florida,Florida,51.6,9,1.2,11.2,84.3,50.6
Indiana County Pennsylvania,Pennsylvania,50.3,2.7,0.9,1.1,94.9,39.8
Ingham County Michigan,Michigan,51.4,11.8,5.2,7.3,76.2,32.6
Inyo County California,California,49.6,0.6,1.3,19.4,74.1,46.6
Ionia County Michigan,Michigan,46.3,4.7,0.4,4.4,91.6,38.4
Iosco County Michigan,Michigan,50.7,0.5,0.5,1.6,96.4,51.6
Iowa County Iowa,Iowa,50.7,0.3,0.3,1.9,97.8,43.3
Iowa County Wisconsin,Wisconsin,49.9,0.4,0.5,1.4,97.6,41.8
Iredell County North Carolina,North Carolina,50.8,11.9,1.8,6.8,80.7,39.9
Irion County Texas,Texas,49.5,0.7,0.2,25.5,91.6,45.6
Iron County Michigan,Michigan,50.7,0.1,0.3,1.4,97.1,52.7
Iron County Missouri,Missouri,50.6,1.3,0.1,1.3,96.4,43.9
Iron County Utah,Utah,50.3,0.5,0.8,7.7,90.7,26.7
Iron County Wisconsin,Wisconsin,50,0.1,0.3,0.6,97.9,51.5
Iroquois County Illinois,Illinois,51.1,0.8,0.3,5.3,94.7,44.7
Irwin County Georgia,Georgia,49.6,25.9,0.6,2.4,71.4,41.2
Isabela Municipio Puerto Rico,Puerto Rico,51.3,7.5,0.1,99,83.4,39.1
Isabella County Michigan,Michigan,51.3,2.4,1.6,3.1,89.2,25
Isanti County Minnesota,Minnesota,49.6,0.6,0.8,1.5,96,38.2
Island County Washington,Washington,50.5,2.2,4.4,5.5,86.1,45.4
Isle of Wight County Virginia,Virginia,51.3,24.7,0.8,1.9,71.8,44.5
Issaquena County Mississippi,Mississippi,42,64.4,0.4,0.6,34.6,44.9
Itasca County Minnesota,Minnesota,49.5,0.3,0.3,0.9,93.6,46.4
Itawamba County Mississippi,Mississippi,51.1,5.9,0.2,1.3,92.4,39.5
Izard County Arkansas,Arkansas,48.5,1.3,0.3,1.5,95.8,49.2
Jack County Texas,Texas,44.4,3.8,0.3,14.2,87.5,42
Jackson County Missouri,Missouri,51.7,23.9,1.6,8.4,66.9,37.4
Jackson County Oregon,Oregon,51.3,0.7,1.2,10.7,88.7,43.5
Jackson County Ohio,Ohio,51.1,0.6,0.3,0.8,97.1,40.1
Jackson County Alabama,Alabama,50.9,3.3,0.3,2.5,90.8,42.7
Jackson County Mississippi,Mississippi,50.7,21.5,2.2,4.6,72.1,38
Jackson County Texas,Texas,50.6,7,0.4,29,81.3,40.7
Jackson County West Virginia,West Virginia,50.6,0.3,0.3,0.6,98.2,43.7
Jackson County Georgia,Georgia,50.4,6.8,1.7,6.2,86.8,37.8
Jackson County Arkansas,Arkansas,50.4,16.7,0.3,2.4,79.8,42.2
Jackson County Iowa,Iowa,50.4,0.3,0.2,1.1,97.4,45
Jackson County Kentucky,Kentucky,50.3,0.1,0.1,0.6,98.9,40.2
Jackson County Oklahoma,Oklahoma,50.2,7.5,1.2,20.9,72.8,36.3
Jackson County North Carolina,North Carolina,50.2,1.8,0.9,5.1,83.2,38.1
Jackson County Indiana,Indiana,50.2,0.7,0.8,5.7,94.5,40
Jackson County Tennessee,Tennessee,50.1,0.3,0.1,1.4,97.8,45.5
Jackson County Kansas,Kansas,49.9,0.5,0.4,3.3,87.2,41.7
Jackson County South Dakota,South Dakota,49.6,0.2,0,1.3,42.7,31
Jackson County Minnesota,Minnesota,49.4,0.5,1.4,2.7,95.8,45.6
Jackson County Illinois,Illinois,49.1,14.3,3.2,4,77.8,31.1
Jackson County Michigan,Michigan,49,7.9,0.7,3,87.7,40.8
Jackson County Colorado,Colorado,47.2,0,0.1,10.8,92.5,47.4
Jackson County Wisconsin,Wisconsin,46.8,2,0.3,2.5,89.3,42.9
Jackson County Florida,Florida,45.2,26.6,0.5,4.3,69.1,43.1
Jackson Parish Louisiana,Louisiana,49.2,29.8,0.2,1.3,68.1,42
James City County Virginia,Virginia,51.7,13.1,2.2,4.5,80.3,46
Jasper County Mississippi,Mississippi,51.8,52.6,0.1,0.8,46.3,41.4
Jasper County Missouri,Missouri,51.2,1.9,1,6.8,88.2,36.4
Jasper County Texas,Texas,50.9,16.7,0.6,5.6,77.7,41.8
Jasper County Indiana,Indiana,50.2,0.6,0.4,5.4,95.8,39
Jasper County Georgia,Georgia,50.2,21.8,0.2,3.7,73.9,40
Jasper County Illinois,Illinois,50.2,0.1,0.2,0.8,98.6,43.5
Jasper County Iowa,Iowa,49.1,1.3,0.4,1.5,96.7,43.6
Jasper County South Carolina,South Carolina,47.9,46,0.7,15.1,43,36.8
Jay County Indiana,Indiana,50.7,0.3,0.4,2.7,97,40.3
Jayuya Municipio Puerto Rico,Puerto Rico,50,3.4,0.1,99.6,90.7,34.6
Jeff Davis County Georgia,Georgia,50.5,14.8,0.5,10.5,76.1,37.3
Jeff Davis County Texas,Texas,49.3,1,0.3,33.7,90.2,52.1
Jefferson County Alabama,Alabama,52.6,42,1.4,3.9,53,38.6
Jefferson County Ohio,Ohio,52,5.6,0.4,1.1,91.9,44.9
Jefferson County Indiana,Indiana,51.8,1.7,0.7,2.3,95.2,40.4
Jefferson County Kentucky,Kentucky,51.7,20.8,2.2,4.4,72.7,39.4
Jefferson County Georgia,Georgia,51.7,54.4,0.4,3.1,42.6,41.1
Jefferson County Tennessee,Tennessee,50.9,2,0.4,3.1,94.5,41.8
Jefferson County Arkansas,Arkansas,50.8,55.1,0.8,1.6,42,38.9
Jefferson County Nebraska,Nebraska,50.7,0.3,0.2,2.7,97,48.2
Jefferson County Pennsylvania,Pennsylvania,50.7,0.3,0.2,0.6,98.3,44.3
Jefferson County West Virginia,West Virginia,50.6,6.6,1.2,4.7,87.6,39.3
Jefferson County Washington,Washington,50.5,0.8,1.6,2.8,91,54.4
Jefferson County Colorado,Colorado,50.4,1.1,2.6,14.3,88.4,41.8
Jefferson County Mississippi,Mississippi,50.4,85.7,0,0.4,13.7,40.2
Jefferson County Wisconsin,Wisconsin,50.2,0.8,0.7,6.6,94,39
Jefferson County Missouri,Missouri,50.2,0.8,0.6,1.6,96.5,38.7
Jefferson County Oklahoma,Oklahoma,50.2,0.6,0.3,8.5,84.4,44.1
Jefferson County Idaho,Idaho,49.8,0.2,0.4,10.1,91.2,30
Jefferson County Kansas,Kansas,49.3,0.5,0.2,1.8,96.3,43.4
Jefferson County New York,New York,49.1,5.1,1.3,5.3,88.7,34.2
Jefferson County Montana,Montana,49,0.1,0.4,2,95.5,46.1
Jefferson County Texas,Texas,48.9,33.8,3.4,17,52.2,37.4
Jefferson County Illinois,Illinois,48.6,8.4,0.6,2.1,88.4,42.3
Jefferson County Oregon,Oregon,48.2,0.6,0.4,19.3,69,40.1
Jefferson County Florida,Florida,47.7,36.2,0.4,3.7,60.4,46.3
Jefferson County Iowa,Iowa,46.6,1.3,8.5,2.4,87.6,47.8
Jefferson Davis County Mississippi,Mississippi,52.2,59.9,0.1,0.8,38.7,43.2
Jefferson Davis Parish Louisiana,Louisiana,51,17.3,0.2,1.7,79.5,39.2
Jefferson Parish Louisiana,Louisiana,51.4,26.3,3.9,12.4,62.9,39.9
Jenkins County Georgia,Georgia,52.5,40.5,0.4,4,54.9,40.1
Jennings County Indiana,Indiana,49.9,0.8,0.2,2,96.8,39
Jerauld County South Dakota,South Dakota,51.4,0,0.2,4.1,97,50.9
Jerome County Idaho,Idaho,48.9,0.3,0.3,31,80,32.1
Jersey County Illinois,Illinois,51,0.4,0.3,1,97.6,41.4
Jessamine County Kentucky,Kentucky,51.3,3.1,1,2.8,92.9,36.6
Jewell County Kansas,Kansas,48.8,0.2,0.2,2,97.3,53.7
Jim Hogg County Texas,Texas,50.6,0.4,0.3,92.6,87.9,36.6
Jim Wells County Texas,Texas,50.8,0.6,0.4,79,87.2,36.2
Jo Daviess County Illinois,Illinois,49.8,0.5,0.3,2.7,97.2,48.4
Johnson County Kansas,Kansas,51.2,4.3,4.2,7.2,86,37.6
Johnson County Indiana,Indiana,50.8,1.1,2,3.1,93.9,37.9
Johnson County Kentucky,Kentucky,50.8,0.2,0.4,0.5,98.4,41.6
Johnson County Arkansas,Arkansas,50.4,1.4,0.7,12.1,87.2,38
Johnson County Iowa,Iowa,50,4.8,5.2,4.7,85.6,29.8
Johnson County Texas,Texas,50,2.6,0.7,18.1,87.2,37.2
Johnson County Missouri,Missouri,49.5,4.3,1.5,3.1,90,30.7
Johnson County Wyoming,Wyoming,49.1,0.2,0.4,3.2,96.5,45.1
Johnson County Tennessee,Tennessee,46.1,2.1,0.2,1.5,96.2,45.8
Johnson County Illinois,Illinois,44.2,8,0.2,3,89,45.4
Johnson County Georgia,Georgia,44,35,0.2,1.9,63.1,41.7
Johnson County Nebraska,Nebraska,42.2,5.3,1.4,8.3,87.1,47.4
Johnston County North Carolina,North Carolina,50.8,15.1,0.6,12.9,74.2,37.4
Johnston County Oklahoma,Oklahoma,50.7,1.9,0.2,3.9,73.1,40.7
Jones County North Carolina,North Carolina,51.9,32.4,0.3,3.9,63,45.3
Jones County Georgia,Georgia,51.6,24.4,0.7,1.1,73.2,39.4
