name,timeZone_label,utcOffset,homepage,governmentType_label,isPartOf_label,areaCode,populationTotal,elevation,maximumElevation,minimumElevation,populationDensity,wgs84_pos#lat,wgs84_pos#long,areaLand,areaMetro,areaUrban
"{<class 'str'>, <class 'NoneType'>, <class 'list'>}","{<class 'str'>, <class 'NoneType'>, <class 'list'>}","{<class 'int'>, <class 'float'>, <class 'NoneType'>, <class 'list'>, <class 'str'>}","{<class 'str'>, <class 'NoneType'>, <class 'list'>}","{<class 'str'>, <class 'NoneType'>, <class 'list'>}","{<class 'str'>, <class 'NoneType'>, <class 'list'>}","{<class 'str'>, <class 'int'>, <class 'NoneType'>, <class 'list'>}","{<class 'int'>, <class 'NoneType'>, <class 'list'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}","{<class 'list'>, <class 'NoneType'>, <class 'float'>}"
