id,user,uid,version,changeset,timestamp
141894306,Your Village Maps,227972,1,10151599,2011-12-19T00:02:02Z
142306449,Berjoh,369357,1,10175335,2011-12-21T21:20:34Z
142345173,Drea Nall,41928,1,10177524,2011-12-22T08:09:56Z
142722076,Berjoh,369357,1,10203439,2011-12-25T22:23:26Z
142843680,Berjoh,369357,1,10212126,2011-12-27T00:50:36Z
142866913,Berjoh,369357,1,10212879,2011-12-27T05:37:22Z
142994641,Your Village Maps,227972,2,10221571,2011-12-28T02:41:02Z
143008347,Your Village Maps,227972,1,10222049,2011-12-28T05:59:54Z
143141481,Your Village Maps,227972,4,10242139,2011-12-30T07:12:36Z
143160685,Your Village Maps,227972,1,10230821,2011-12-29T01:04:43Z
143175385,vkungys,128470,2,17096336,2013-07-26T02:37:02Z
143179703,Your Village Maps,227972,1,10232236,2011-12-29T06:15:32Z
143184367,Your Village Maps,227972,1,10232236,2011-12-29T07:40:41Z
143328368,Your Village Maps,227972,1,10241414,2011-12-30T00:26:48Z
143357367,Your Village Maps,227972,1,10242139,2011-12-30T06:30:52Z
143362004,Your Village Maps,227972,1,10242139,2011-12-30T07:44:28Z
143451620,Berjoh,369357,1,10248445,2011-12-30T18:53:05Z
143495369,Your Village Maps,227972,1,10250646,2011-12-31T00:05:50Z
143658331,bot-mode,451693,2,15788556,2013-04-19T18:46:59Z
143666827,srividya_c,2115749,2,35880132,2015-12-11T08:43:31Z
143684753,Your Village Maps,227972,2,41315699,2016-08-08T06:03:28Z
143788480,Berjoh,369357,1,10267194,2012-01-02T01:51:21Z
144049074,bdiscoe,402624,2,27704278,2014-12-26T09:37:46Z
144152065,Berjoh,369357,1,10295658,2012-01-04T21:38:35Z
144358236,Your Village Maps,227972,1,10307761,2012-01-06T04:55:13Z
144371204,srividya_c,2115749,3,35880132,2015-12-11T08:43:32Z
144375554,Your Village Maps,227972,2,10317431,2012-01-06T23:56:45Z
144480901,Your Village Maps,227972,1,10317431,2012-01-07T01:09:10Z
144486055,Your Village Maps,227972,2,10317431,2012-01-07T03:02:36Z
144501429,Your Village Maps,227972,2,10317431,2012-01-07T06:29:03Z
144893426,DKNOTT,1149057,2,14737309,2013-01-21T19:24:38Z
145446725,Berjoh,369357,1,10381134,2012-01-13T18:22:20Z
146294289,Berjoh,369357,1,10423665,2012-01-18T00:14:18Z
146839795,HolgerJeromin,67862,3,11363332,2012-04-20T12:13:27Z
147353199,Berjoh,369357,1,10497728,2012-01-25T21:43:12Z
147871328,Drea Nall,41928,1,10529334,2012-01-29T12:29:14Z
148672158,Berjoh,369357,1,10582438,2012-02-04T10:18:06Z
148759150,hey ok,293012,1,10589299,2012-02-04T22:40:56Z
149061624,oldtopos,169004,2,12517985,2012-07-28T00:02:01Z
149510429,russdeffner,358440,1,10630649,2012-02-09T04:12:59Z
149516831,Berjoh,369357,2,11367872,2012-04-20T19:53:26Z
149633958,Berjoh,369357,2,10637851,2012-02-09T20:31:49Z
149668669,russdeffner,358440,1,10638722,2012-02-09T23:19:19Z
149962800,russdeffner,358440,2,35597991,2015-11-26T19:01:07Z
149983413,Berjoh,369357,1,10659522,2012-02-12T03:57:56Z
150222372,russdeffner,358440,1,10675331,2012-02-13T17:34:07Z
150797076,Berjoh,369357,1,10712453,2012-02-17T16:22:29Z
151808764,amm,21931,1,10784578,2012-02-25T04:25:57Z
153353001,DKNOTT,1149057,2,14747350,2013-01-22T16:30:03Z
154387524,chachafish,2237750,4,29722390,2015-03-25T09:09:31Z
155373607,Stevestr,571489,6,33371840,2015-08-16T15:33:13Z
155749440,CornCO,2281193,4,47457932,2017-04-04T22:36:09Z
156224650,Berjoh,369357,1,11055015,2012-03-21T18:14:53Z
157585834,DKNOTT,1149057,2,14746765,2013-01-22T15:40:05Z
157717710,ChadH,30554,1,11167797,2012-03-31T15:50:12Z
158061281,russdeffner,358440,1,11192326,2012-04-05T17:50:58Z
158251132,Twiznoy,646613,2,11205675,2012-04-06T19:02:18Z
158267507,Twiznoy,646613,1,11205675,2012-04-06T20:13:15Z
158816795,SaraMB,4542289,6,42502433,2016-09-28T19:06:41Z
159930387,Berjoh,369357,1,11328264,2012-04-17T00:02:03Z
160558539,DavideAndrea,1963099,4,24028610,2014-07-08T16:07:13Z
161270473,maxerickson,360392,3,45673282,2017-01-31T04:53:43Z
161370804,Berjoh,369357,2,12071387,2012-07-01T01:04:20Z
161726834,Berjoh,369357,2,12157524,2012-07-09T03:50:54Z
161840485,Berjoh,369357,1,11475985,2012-05-02T04:20:51Z
162045344,Berjoh,369357,3,11985430,2012-06-23T06:16:33Z
162154553,Berjoh,369357,2,14443589,2012-12-28T20:42:49Z
162322813,Drea Nall,41928,2,11513957,2012-05-06T02:36:39Z
162328560,Berjoh,369357,2,11986829,2012-06-23T09:26:49Z
162332570,Your Village Maps,227972,2,20043753,2014-01-17T04:59:09Z
162523961,Berjoh,369357,2,11986829,2012-06-23T09:44:34Z
162611749,Your Village Maps,227972,2,39086708,2016-05-04T06:33:57Z
162638050,Your Village Maps,227972,3,23235502,2014-06-28T01:14:58Z
162652449,Your Village Maps,227972,3,23235502,2014-06-28T02:19:14Z
162797131,Your Village Maps,227972,3,27561304,2014-12-19T01:12:49Z
162813803,Your Village Maps,227972,3,21393962,2014-03-30T06:23:05Z
162934394,Your Village Maps,227972,1,11555281,2012-05-10T04:53:23Z
162937672,Your Village Maps,227972,1,11555281,2012-05-10T05:49:20Z
162942392,Your Village Maps,227972,2,11555281,2012-05-10T08:17:20Z
163029522,Your Village Maps,227972,3,23235502,2014-06-28T00:56:01Z
163054243,nm7s9,12434,4,24819282,2014-08-17T21:11:59Z
163157213,Your Village Maps,227972,2,11581563,2012-05-13T00:27:28Z
163331046,Your Village Maps,227972,1,11581563,2012-05-13T01:57:18Z
163359631,Berjoh,369357,1,11583026,2012-05-13T07:35:07Z
163674462,Your Village Maps,227972,2,30201185,2015-04-14T00:29:55Z
163760465,Stevestr,571489,5,33301480,2015-08-12T21:40:16Z
163762976,jjyach,2103318,3,34387662,2015-10-02T12:22:23Z
163778384,Your Village Maps,227972,1,11610693,2012-05-16T06:09:19Z
163868645,Your Village Maps,227972,1,11618663,2012-05-16T22:39:56Z
163871061,Your Village Maps,227972,1,11618663,2012-05-16T23:27:44Z
163895691,jjyach,2103318,3,34820572,2015-10-23T13:10:27Z
164015523,jjyach,2103318,3,35829138,2015-12-08T16:04:28Z
164028131,Your Village Maps,227972,1,11629243,2012-05-18T05:09:16Z
164126740,Your Village Maps,227972,3,39085371,2016-05-04T01:05:50Z
164142002,Your Village Maps,227972,4,39133874,2016-05-06T04:37:02Z
164423953,Berjoh,369357,1,11658496,2012-05-21T06:06:43Z
164767282,Your Village Maps,227972,4,22707392,2014-06-03T06:46:38Z
164988291,Berjoh,369357,1,11704060,2012-05-26T07:09:30Z
165479253,Berjoh,369357,1,11744613,2012-05-30T04:23:16Z
166681818,Berjoh,369357,1,11842125,2012-06-09T07:58:54Z
167284814,Berjoh,369357,1,11891223,2012-06-14T04:37:32Z
167316713,duquennc,702735,1,11894115,2012-06-14T12:37:13Z
167561142,Berjoh,369357,1,11911001,2012-06-16T05:07:09Z
168089432,Your Village Maps,227972,1,11943700,2012-06-19T04:17:56Z
168318676,JimmyRocks,48176,1,11960837,2012-06-20T17:18:34Z
168321757,JimmyRocks,48176,1,11960837,2012-06-20T17:46:52Z
168325400,JimmyRocks,48176,1,11961431,2012-06-20T18:06:13Z
168942877,chadhammond01,1718724,2,19853507,2014-01-06T22:11:02Z
170648963,mattchn,1778953,3,42434223,2016-09-26T00:00:15Z
170735301,tekim,191112,1,12161278,2012-07-09T12:14:42Z
171923005,GPS_dr,117055,1,12268718,2012-07-17T16:36:37Z
172362918,russdeffner,358440,2,15819429,2013-04-22T03:54:14Z
172472371,chachafish,2237750,3,44788892,2016-12-30T16:41:56Z
172597778,tekim,191112,1,12443156,2012-07-23T02:08:46Z
172918010,bal_agates,374193,1,12486127,2012-07-25T12:15:23Z
173390007,Nicholas Auer,5186778,4,45462008,2017-01-25T05:12:00Z
174170464,Your Village Maps,227972,3,27683488,2014-12-25T06:02:16Z
175382191,XenonofArcticus,748175,1,12676596,2012-08-10T07:27:48Z
176573034,NE2,207745,2,13261953,2012-09-26T16:59:30Z
177386447,russdeffner,358440,1,12825892,2012-08-22T20:55:32Z
177400484,russdeffner,358440,2,39790648,2016-06-04T02:58:29Z
177532392,russdeffner,358440,1,12834509,2012-08-23T16:47:30Z
177551595,DKNOTT,1149057,2,14581144,2013-01-08T22:45:35Z
177557213,russdeffner,358440,3,42051014,2016-09-10T00:25:26Z
177568817,russdeffner,358440,1,12836859,2012-08-23T20:03:25Z
177575155,russdeffner,358440,3,39790706,2016-06-04T03:10:07Z
177582235,russdeffner,358440,2,42015543,2016-09-09T00:52:25Z
177585807,russdeffner,358440,3,39790768,2016-06-04T03:22:22Z
177587388,russdeffner,358440,3,39790706,2016-06-04T03:10:07Z
177594119,russdeffner,358440,1,12838320,2012-08-23T23:04:37Z
177602637,russdeffner,358440,1,12840044,2012-08-24T02:29:02Z
177615923,user_5359,5359,3,29899993,2015-04-01T09:21:34Z
177935502,Jertel,675200,1,12862177,2012-08-26T04:59:06Z
178322285,russdeffner,358440,1,12894075,2012-08-28T15:32:53Z
178356392,eric22,160949,3,17320618,2013-08-12T17:23:51Z
178363104,DKNOTT,1149057,2,14581144,2013-01-08T22:45:58Z
178377777,DKNOTT,1149057,2,14581144,2013-01-08T22:45:28Z
178395697,russdeffner,358440,3,42051161,2016-09-10T00:53:55Z
178402677,DKNOTT,1149057,2,14581144,2013-01-08T22:44:44Z
178407144,russdeffner,358440,1,12898549,2012-08-28T21:34:51Z
178666636,russdeffner,358440,1,12919640,2012-08-30T16:22:43Z
178697866,Your Village Maps,227972,2,16074187,2013-05-11T06:32:08Z
178833975,russdeffner,358440,2,40042452,2016-06-15T16:43:49Z
178850763,russdeffner,358440,1,12934607,2012-08-31T19:05:59Z
178859922,russdeffner,358440,2,40042881,2016-06-15T17:02:35Z
178875960,russdeffner,358440,3,40042881,2016-06-15T17:02:31Z
178881637,russdeffner,358440,1,12937211,2012-08-31T22:44:45Z
179178382,russdeffner,358440,1,12958692,2012-09-02T19:21:13Z
179542192,russdeffner,358440,2,40043196,2016-06-15T17:21:06Z
179564416,mattchn,1778953,6,40145128,2016-06-19T21:45:40Z
179652202,russdeffner,358440,1,12998301,2012-09-05T16:31:54Z
179709098,Stevestr,571489,4,20236611,2014-01-27T21:00:09Z
179716274,russdeffner,358440,1,13002760,2012-09-05T22:46:47Z
179735722,WmofColo,2181182,15,24436413,2014-07-30T06:38:43Z
179922723,NE2,207745,1,13019445,2012-09-07T07:13:04Z
180201167,jjyach,2103318,9,44059385,2016-11-30T13:02:37Z
180643107,geow,223093,2,28214258,2015-01-17T17:32:28Z
180868019,russdeffner,358440,1,13100441,2012-09-13T20:05:45Z
181491416,russdeffner,358440,1,13148237,2012-09-17T19:44:20Z
181596604,GPS_dr,117055,2,20115597,2014-01-21T04:07:11Z
182130487,ecarl65,388278,3,24585152,2014-08-06T22:02:18Z
182870026,BugBuster,166129,2,13405152,2012-10-07T21:23:38Z
183331670,russdeffner,358440,1,13287484,2012-09-28T17:02:12Z
183380548,jnicholaou,598489,1,13291720,2012-09-29T01:33:37Z
183648155,jnicholaou,598489,1,13315772,2012-09-30T21:30:25Z
183757869,russdeffner,358440,1,13324698,2012-10-01T16:55:20Z
183761005,russdeffner,358440,1,13325105,2012-10-01T17:35:43Z
183872812,russdeffner,358440,1,13337390,2012-10-02T17:01:41Z
184313018,killian,392708,1,13374958,2012-10-05T16:38:09Z
185529328,killian,392708,1,13472288,2012-10-12T21:05:13Z
186248233,Berjoh,369357,2,13526800,2012-10-17T05:11:40Z
186249984,Berjoh,369357,1,13526800,2012-10-17T04:56:03Z
186581696,GPS_dr,117055,2,15941005,2013-05-02T02:55:42Z
186584847,Your Village Maps,227972,6,41280504,2016-08-06T02:33:57Z
186969616,rolandg,8703,2,13904894,2012-11-17T12:45:01Z
186987516,Mark Newnham,994480,2,16146615,2013-05-16T01:51:32Z
187141482,Mark Newnham,994480,1,13600734,2012-10-23T04:08:40Z
187874450,Mark Newnham,994480,1,13644434,2012-10-26T23:22:35Z
188172084,Supercarwaar,689386,1,13670463,2012-10-29T07:14:50Z
188422691,Mark Newnham,994480,1,13693421,2012-10-31T01:04:39Z
188516394,hey ok,293012,1,13704564,2012-10-31T21:05:45Z
188837160,nm7s9,12434,2,24768160,2014-08-15T14:15:17Z
188955164,bdiscoe,402624,2,20705607,2014-02-22T01:11:16Z
188968507,russdeffner,358440,1,13738931,2012-11-03T20:40:46Z
189154030,russdeffner,358440,1,13755977,2012-11-05T02:06:43Z
189154676,russdeffner,358440,1,13755977,2012-11-05T02:22:40Z
189156033,russdeffner,358440,1,13755977,2012-11-05T02:35:22Z
189273239,chachafish,2237750,4,38732459,2016-04-20T15:56:39Z
189779481,nm7s9,12434,4,23688457,2014-07-02T22:59:44Z
189896134,calfarome,2511706,2,38572775,2016-04-14T22:41:24Z
190681912,Your Village Maps,227972,6,24526079,2014-08-04T01:27:54Z
190823811,DKNOTT,1149057,2,14356397,2012-12-21T16:18:39Z
190917436,hobbesvsboyle,4697,1,13883662,2012-11-15T14:41:37Z
191298648,russdeffner,358440,1,13911667,2012-11-17T22:12:34Z
192007002,Your Village Maps,227972,2,29818146,2015-03-29T03:14:52Z
192024113,Your Village Maps,227972,1,13980796,2012-11-22T02:38:39Z
192036513,Your Village Maps,227972,2,17463751,2013-08-23T00:41:56Z
192093155,henningpohl,1058308,1,13987309,2012-11-22T16:02:52Z
192181633,Your Village Maps,227972,1,13994605,2012-11-23T05:51:30Z
192324623,georf,93679,1,14004478,2012-11-23T20:45:33Z
192330897,georf,93679,1,14005097,2012-11-23T21:22:24Z
192334917,mattchn,1778953,2,46916165,2017-03-17T03:36:36Z
192336773,georf,93679,1,14005790,2012-11-23T22:05:37Z
192426242,Hundehalter,580469,1,14011225,2012-11-24T11:46:20Z
192488593,Hundehalter,580469,1,14016061,2012-11-24T17:31:23Z
192516091,Hundehalter,580469,1,14018639,2012-11-24T20:18:33Z
192560182,cronoser,461005,1,14021911,2012-11-25T00:17:55Z
192564020,manings,3272286,5,35878138,2015-12-11T05:40:07Z
192567387,ridixcr,2508151,2,40665211,2016-07-11T20:30:08Z
192771084,cronoser,461005,1,14037459,2012-11-25T21:44:58Z
192864309,Berjoh,369357,1,14040130,2012-11-26T04:30:28Z
192900272,Hundehalter,580469,1,14042047,2012-11-26T09:17:57Z
193313275,jjyach,2103318,2,33545654,2015-08-24T12:42:23Z
193456695,DKNOTT,1149057,3,14581892,2013-01-09T00:49:18Z
193852613,scai,118134,1,14109973,2012-12-01T11:13:23Z
193960684,kerosin,42619,1,14115605,2012-12-01T19:00:32Z
194213828,mattchn,1778953,4,37534329,2016-03-01T01:58:29Z
194428812,maggot27,118021,2,34682637,2015-10-16T19:47:51Z
194730481,Your Village Maps,227972,7,21789497,2014-04-19T06:19:41Z
195013830,Berjoh,369357,1,14193336,2012-12-07T21:26:38Z
195605931,Berjoh,369357,2,14242282,2012-12-11T21:08:04Z
196008153,Your Village Maps,227972,2,24248815,2014-07-20T07:30:01Z
196775474,thesteady,1090081,1,14299435,2012-12-16T21:38:42Z
197110338,thesteady,1090081,1,14326378,2012-12-19T03:40:06Z
197459408,jjyach,2103318,4,37389075,2016-02-23T13:38:57Z
197532928,DKNOTT,1149057,1,14355671,2012-12-21T15:12:37Z
197613524,nm7s9,12434,3,22933313,2014-06-14T20:52:23Z
197866341,amm,21931,2,20108911,2014-01-20T19:51:56Z
197882280,amm,21931,2,19227641,2013-12-02T05:56:08Z
197989467,bobmc,1073158,1,14398318,2012-12-25T06:32:10Z
197989599,bobmc,1073158,1,14398318,2012-12-25T06:32:21Z
197989699,bobmc,1073158,1,14398318,2012-12-25T06:32:30Z
197989805,bobmc,1073158,1,14398318,2012-12-25T06:32:39Z
198227352,mattchn,1778953,3,41000606,2016-07-24T23:37:29Z
198236807,Your Village Maps,227972,2,47830484,2017-04-16T06:23:36Z
198501808,Berjoh,369357,1,14443589,2012-12-28T20:34:55Z
198835493,adjuva,92274,4,14903969,2013-02-03T23:52:47Z
199290397,GPS_dr,117055,1,14508118,2013-01-03T04:29:31Z
199293774,GPS_dr,117055,1,14508118,2013-01-03T06:45:20Z
199358515,stephenbuck,2756402,2,29461677,2015-03-13T23:36:11Z
199416760,JimmyRocks,48176,1,14520102,2013-01-03T23:07:31Z
199418948,chachafish,2237750,3,29589054,2015-03-19T10:33:35Z
199427675,GPS_dr,117055,1,14521922,2013-01-04T04:19:26Z
199912186,bobmc,1073158,1,14557167,2013-01-06T23:09:29Z
199926472,Your Village Maps,227972,2,15830757,2013-04-23T01:09:28Z
199950042,Bill Dehn,2880811,3,30676932,2015-04-30T23:39:25Z
200186931,bobmc,1073158,1,14577446,2013-01-08T17:45:28Z
200187032,bobmc,1073158,1,14577446,2013-01-08T17:45:38Z
200207425,ArrayOfSunshine,1945697,2,20943704,2014-03-06T05:57:34Z
200207541,bobmc,1073158,1,14579376,2013-01-08T20:22:20Z
200392553,Your Village Maps,227972,2,23171056,2014-06-26T08:05:09Z
200533106,PaulKopp,5175682,2,45451890,2017-01-24T22:01:26Z
200861489,adjuva,92274,2,14903969,2013-02-03T23:52:49Z
200993002,hey ok,293012,1,14639569,2013-01-13T19:33:18Z
201009050,thesteady,1090081,1,14640678,2013-01-13T20:39:22Z
201063391,GPS_dr,117055,2,20061057,2014-01-18T06:06:36Z
201222356,GPS_dr,117055,1,14656736,2013-01-15T04:41:27Z
202308060,Stevestr,571489,7,30293577,2015-04-17T19:39:48Z
202346491,russdeffner,358440,1,14739313,2013-01-21T21:59:59Z
203361180,mziehm,1106095,2,14846241,2013-01-30T11:32:32Z
203657378,oddityoverseer,1209932,2,15023511,2013-02-13T22:01:38Z
203939869,russdeffner,358440,1,14888800,2013-02-02T21:28:58Z
204078341,oldtopos,169004,2,14967212,2013-02-09T13:04:22Z
204319009,JimmyRocks,48176,1,14927597,2013-02-05T22:07:35Z
204319109,JimmyRocks,48176,1,14927597,2013-02-05T22:07:42Z
204332282,JimmyRocks,48176,1,14928286,2013-02-05T23:26:37Z
204332398,Your Village Maps,227972,2,27879468,2015-01-03T06:18:20Z
204333891,JimmyRocks,48176,1,14928385,2013-02-05T23:40:09Z
204416035,jjyach,2103318,3,22971486,2014-06-16T19:46:50Z
204716481,C Davey,1222367,1,14960114,2013-02-08T20:10:28Z
205161159,thurs,988026,1,15001906,2013-02-12T04:24:34Z
205351484,oddityoverseer,1209932,1,15018728,2013-02-13T14:33:17Z
205625863,Your Village Maps,227972,7,27810646,2014-12-30T21:57:55Z
205675469,JimmyRocks,48176,1,15044206,2013-02-15T20:05:13Z
205675576,JimmyRocks,48176,1,15044206,2013-02-15T20:05:20Z
205675688,JimmyRocks,48176,1,15044206,2013-02-15T20:05:27Z
205680842,JimmyRocks,48176,1,15044692,2013-02-15T20:51:47Z
205680943,JimmyRocks,48176,1,15044692,2013-02-15T20:51:54Z
205686388,JimmyRocks,48176,1,15044692,2013-02-15T21:08:56Z
205775683,jjyach,2103318,5,39581063,2016-05-26T13:06:02Z
205850186,Berjoh,369357,1,15057983,2013-02-17T00:17:10Z
205992359,jjyach,2103318,5,36720574,2016-01-21T13:52:28Z
206198569,dvdhns,1234087,1,15084759,2013-02-19T04:11:57Z
206605212,Your Village Maps,227972,3,27723142,2014-12-27T06:00:26Z
207229235,ultimateboy,530223,1,15165900,2013-02-25T20:08:35Z
207275906,oddityoverseer,1209932,2,22622190,2014-05-29T16:45:04Z
207358895,release_candidate,1239795,2,41525532,2016-08-18T03:15:40Z
207517567,Rub21,510836,1,15190830,2013-02-27T21:49:04Z
207523397,Rub21,510836,1,15191270,2013-02-27T22:46:55Z
207579739,Rub21,510836,1,15197317,2013-02-28T14:00:39Z
207590591,Rub21,510836,1,15197984,2013-02-28T15:00:49Z
207594518,Your Village Maps,227972,2,21807586,2014-04-20T01:00:49Z
207604351,EnigmaQuip,2779208,2,46293528,2017-02-22T03:12:09Z
207617055,Rub21,510836,1,15200453,2013-02-28T18:39:48Z
207631929,Your Village Maps,227972,2,32196355,2015-06-25T04:13:21Z
207640761,Your Village Maps,227972,2,22437980,2014-05-20T06:47:08Z
207642769,Rub21,510836,1,15202490,2013-02-28T21:27:35Z
207646867,GPS_dr,117055,2,29669637,2015-03-23T02:02:57Z
207654603,Merlin13,1884848,2,20007470,2014-01-15T06:00:38Z
207656351,BobBelcher,4720805,2,43049414,2016-10-21T03:46:00Z
207658942,GPS_dr,117055,3,20115597,2014-01-21T03:47:25Z
207738107,Your Village Maps,227972,2,22744661,2014-06-05T00:13:36Z
207741141,Rub21,510836,1,15210405,2013-03-01T14:38:35Z
207747265,Your Village Maps,227972,2,21898177,2014-04-24T01:42:21Z
207755497,Your Village Maps,227972,2,30603513,2015-04-29T04:46:00Z
207763616,maxerickson,360392,2,45723542,2017-02-01T18:24:29Z
207768710,Rub21,510836,1,15213089,2013-03-01T18:25:34Z
207770751,Rub21,510836,1,15213368,2013-03-01T18:49:12Z
207782144,rolandg,8703,1,15214203,2013-03-01T20:15:20Z
207874360,Your Village Maps,227972,3,38365878,2016-04-07T01:31:54Z
208271719,JimmyRocks,48176,1,15249994,2013-03-04T18:53:41Z
208505327,KindredCoda,14293,1,15265969,2013-03-06T04:17:24Z
208507457,Ori952,385027,4,38864923,2016-04-25T19:13:27Z
208543377,amm,21931,1,15268698,2013-03-06T10:43:20Z
208751678,oddityoverseer,1209932,2,15546965,2013-03-30T03:58:55Z
209718785,chachafish,2237750,3,39111332,2016-05-05T03:31:13Z
209822926,oddityoverseer,1209932,1,15354161,2013-03-13T17:18:37Z
210073963,Your Village Maps,227972,2,32558762,2015-07-11T07:39:56Z
210622882,greenmtdave,234600,3,47016676,2017-03-20T16:02:54Z
212000875,mattchn,1778953,3,37197699,2016-02-14T03:31:28Z
213203473,greenmtdave,234600,2,46873016,2017-03-15T15:54:07Z
214006642,KR-KRKR-KR,4847896,2,47184471,2017-03-26T20:12:34Z
214514616,Your Village Maps,227972,3,24095622,2014-07-12T09:07:18Z
215341583,GPS_dr,117055,1,15602695,2013-04-04T03:10:46Z
215436677,oddityoverseer,1209932,2,15654736,2013-04-08T13:39:38Z
215708858,ultimateboy,530223,1,15627884,2013-04-06T04:36:27Z
216272823,chachafish,2237750,4,41362932,2016-08-10T09:05:52Z
216352317,Mr_Brown,60650,2,33169133,2015-08-07T01:34:31Z
216519396,JimmyRocks,48176,1,15658231,2013-04-08T18:52:16Z
216649835,tmills,1339694,2,15679731,2013-04-10T17:21:16Z
216700490,tmills,1339694,1,15672740,2013-04-10T03:32:08Z
216865437,tmills,1339694,1,15679731,2013-04-10T18:21:46Z
217501512,Your Village Maps,227972,1,15730964,2013-04-14T23:16:47Z
217506850,Your Village Maps,227972,2,15731935,2013-04-15T03:24:01Z
217508845,Your Village Maps,227972,1,15731935,2013-04-15T04:32:30Z
217607369,Your Village Maps,227972,1,15744043,2013-04-16T03:36:42Z
217610055,Your Village Maps,227972,1,15744043,2013-04-16T05:15:40Z
217705077,Your Village Maps,227972,1,15757166,2013-04-17T01:48:52Z
217723224,Your Village Maps,227972,3,15830757,2013-04-23T01:55:59Z
217819865,Your Village Maps,227972,1,15768523,2013-04-18T00:52:52Z
217822293,Your Village Maps,227972,1,15768687,2013-04-18T02:43:39Z
217836019,Your Village Maps,227972,1,15769919,2013-04-18T07:38:42Z
217912200,Your Village Maps,227972,2,26104898,2014-10-15T21:22:21Z
217915290,Your Village Maps,227972,1,15780053,2013-04-19T01:54:21Z
217979090,oddityoverseer,1209932,2,17522756,2013-08-26T18:29:03Z
218010272,Your Village Maps,227972,1,15790611,2013-04-19T22:54:02Z
218023832,Your Village Maps,227972,2,15792284,2013-04-20T05:35:33Z
218027146,Your Village Maps,227972,1,15792284,2013-04-20T06:17:12Z
218122265,chachafish,2237750,4,42910418,2016-10-15T04:51:05Z
218160196,chachafish,2237750,4,30135461,2015-04-11T05:05:12Z
218175347,Your Village Maps,227972,1,15804191,2013-04-20T23:15:56Z
218188688,Stevestr,571489,2,33294534,2015-08-12T15:38:29Z
218191692,Your Village Maps,227972,1,15805529,2013-04-21T05:21:43Z
218207681,Your Village Maps,227972,1,15805529,2013-04-21T07:42:32Z
218264783,Your Village Maps,227972,2,24475397,2014-08-01T07:49:56Z
218284287,Your Village Maps,227972,2,24475397,2014-08-01T07:49:53Z
218391138,Your Village Maps,227972,1,15817495,2013-04-21T23:32:12Z
218402231,russdeffner,358440,3,15819392,2013-04-22T03:42:07Z
218541306,Your Village Maps,227972,1,15830757,2013-04-22T22:23:00Z
218546865,Your Village Maps,227972,1,15830757,2013-04-22T23:58:37Z
218547972,Your Village Maps,227972,1,15830757,2013-04-23T01:09:26Z
218554615,Your Village Maps,227972,1,15832216,2013-04-23T05:44:03Z
218665704,Your Village Maps,227972,1,15842916,2013-04-23T22:24:31Z
218673184,Your Village Maps,227972,1,15843879,2013-04-24T02:14:35Z
218678166,Your Village Maps,227972,1,15844041,2013-04-24T04:18:23Z
218705554,Manu1400,181135,2,16174226,2013-05-17T23:30:49Z
218831249,Your Village Maps,227972,1,15856467,2013-04-25T05:16:26Z
218947032,Your Village Maps,227972,1,15866337,2013-04-25T22:10:59Z
218948640,Your Village Maps,227972,1,15866337,2013-04-25T22:46:51Z
218952032,Your Village Maps,227972,1,15866337,2013-04-26T00:20:29Z
218952364,Your Village Maps,227972,1,15866337,2013-04-26T00:46:05Z
218964781,Your Village Maps,227972,2,26226526,2014-10-21T04:13:57Z
219066481,Your Village Maps,227972,1,15879116,2013-04-27T05:16:40Z
219200220,Your Village Maps,227972,5,22820324,2014-06-09T01:01:46Z
219358514,Your Village Maps,227972,2,22953642,2014-06-15T23:00:52Z
219375087,chachafish,2237750,4,38774292,2016-04-22T05:13:22Z
219471565,Your Village Maps,227972,2,15914466,2013-04-29T23:47:15Z
219475456,Your Village Maps,227972,4,27786828,2014-12-29T22:12:17Z
219486482,Your Village Maps,227972,1,15916268,2013-04-30T05:17:57Z
219575228,oddityoverseer,1209932,1,15926379,2013-04-30T21:26:38Z
219593847,Your Village Maps,227972,1,15926376,2013-04-30T22:58:57Z
219612627,EnigmaQuip,2779208,2,45203379,2017-01-15T23:43:42Z
219620559,Your Village Maps,227972,1,15929105,2013-05-01T05:55:07Z
219626590,nm7s9,12434,2,25049813,2014-08-27T11:47:52Z
219722715,Your Village Maps,227972,1,15939819,2013-05-01T23:47:28Z
219730671,Your Village Maps,227972,1,15941256,2013-05-02T04:23:18Z
219735395,EnigmaQuip,2779208,2,46480590,2017-02-28T23:21:47Z
219741491,KristenK,1494110,2,17231103,2013-08-05T17:51:59Z
219863768,Your Village Maps,227972,1,15955102,2013-05-03T05:06:37Z
219869972,Your Village Maps,227972,1,15955102,2013-05-03T06:59:10Z
220074497,Your Village Maps,227972,1,15977435,2013-05-04T22:42:20Z
220183597,Your Village Maps,227972,1,15990523,2013-05-05T22:51:44Z
220187408,Your Village Maps,227972,2,15990523,2013-05-06T02:56:34Z
220188212,Your Village Maps,227972,1,15990523,2013-05-06T01:43:05Z
220191209,Your Village Maps,227972,1,15990523,2013-05-06T03:48:30Z
220205646,Your Village Maps,227972,1,15993958,2013-05-06T08:17:09Z
220307381,Your Village Maps,227972,3,16231991,2013-05-22T00:56:54Z
220409626,Your Village Maps,227972,1,16021319,2013-05-08T01:04:12Z
220412339,Your Village Maps,227972,1,16021319,2013-05-08T02:45:36Z
220413521,Your Village Maps,227972,6,41503276,2016-08-17T03:07:51Z
220419369,royhobbstn,1427179,1,16023381,2013-05-08T05:38:32Z
